ax: 0.89122 | ay: -0.205765 | az: -0.0189209
ax: 0.492569 | ay: 0.376816 | az: -0.440125
ax: 0.318832 | ay: 0.370117 | az: -0.502426
ax: 0.145401 | ay: 0.446335 | az: -0.539612
ax: 0.0229645 | ay: 0.529709 | az: -0.536194
ax: -0.0560455 | ay: 0.584457 | az: -0.512466
ax: -0.0594482 | ay: 0.582718 | az: -0.495682
ax: -0.0342407 | ay: 0.548325 | az: -0.463165
ax: -0.0180969 | ay: 0.486984 | az: -0.4151
ax: -0.024353 | ay: 0.470901 | az: -0.396332
ax: -0.022049 | ay: 0.464264 | az: -0.397537
ax: 0.044693 | ay: 0.477417 | az: -0.424301
ax: 0.0560303 | ay: 0.487244 | az: -0.416855
ax: 0.0563812 | ay: 0.436127 | az: -0.35556
ax: 0.087738 | ay: 0.346405 | az: -0.271149
ax: 0.121735 | ay: 0.260544 | az: -0.210098
ax: 0.148804 | ay: 0.185974 | az: -0.116745
ax: 0.17131 | ay: 0.129913 | az: -0.0698853
ax: 0.246506 | ay: 0.0525513 | az: -0.0382385
ax: 0.352676 | ay: -0.00234985 | az: -0.0322571
ax: 0.676514 | ay: -0.108673 | az: -0.0533752
ax: 0.683014 | ay: -0.304703 | az: 0.0312195
ax: 0.440475 | ay: -0.359344 | az: 0.134415
ax: 0.591965 | ay: -0.413071 | az: 0.248337
ax: 0.623016 | ay: -0.477676 | az: 0.335526
ax: 0.510178 | ay: -0.500214 | az: 0.414612
ax: 0.483154 | ay: -0.533981 | az: 0.432587
ax: 0.427307 | ay: -0.602432 | az: 0.410278
ax: 0.219788 | ay: -0.611511 | az: 0.428787
4: [20200927202355.783]
> sum ax: 13.0163 | sum ay: 0.286362 | sum az: -3.9201
>> avg ax: 0.260326 | avg ay: 0.00572723 | avg az: -0.0784021
>>> vx: 2.55119 | vy: 0.0561271 | vz: -0.768341
>>> sx: 1.03807 | sy: -0.125431 | sz: -0.31486
>>> a: 0.271936
>>> v: 2.66497
>>> s: 1.092

ax: 0.0606537 | ay: -0.515503 | az: 0.391556
ax: -0.0240936 | ay: -0.434769 | az: 0.367477
ax: -0.0388641 | ay: -0.421356 | az: 0.319656
ax: -0.0512695 | ay: -0.421021 | az: 0.295395
ax: -0.0759888 | ay: -0.392563 | az: 0.318771
ax: -0.105316 | ay: -0.405807 | az: 0.369095
ax: -0.148346 | ay: -0.402695 | az: 0.424789
ax: -0.175583 | ay: -0.398773 | az: 0.393967
ax: -0.18013 | ay: -0.440521 | az: 0.370087
ax: -0.162842 | ay: -0.4879 | az: 0.325104
ax: -0.137238 | ay: -0.48143 | az: 0.351501
ax: -0.0990143 | ay: -0.456329 | az: 0.306351
ax: -0.029892 | ay: -0.405914 | az: 0.264252
ax: 0.062088 | ay: -0.387253 | az: 0.22406
ax: 0.126083 | ay: -0.333389 | az: 0.175812
ax: 0.158157 | ay: -0.258011 | az: 0.119064
ax: 0.166138 | ay: -0.181198 | az: 0.0597687
ax: 0.186249 | ay: -0.113098 | az: -0.000534058
ax: 0.435699 | ay: -0.0831146 | az: -0.0729065
ax: 0.930573 | ay: -0.161591 | az: -0.0809784
ax: 0.912796 | ay: -0.11911 | az: -0.0930634
ax: 0.264496 | ay: 0.238297 | az: -0.106491
ax: 0.309357 | ay: 0.242081 | az: -0.261536
ax: 0.600906 | ay: 0.263702 | az: -0.432785
ax: 0.787277 | ay: 0.338501 | az: -0.439209
ax: 0.870773 | ay: 0.374268 | az: -0.424637
ax: 0.70192 | ay: 0.371262 | az: -0.384018
ax: 0.459015 | ay: 0.341049 | az: -0.378479
ax: 0.297821 | ay: 0.342667 | az: -0.448486
ax: 0.165649 | ay: 0.413559 | az: -0.469421
ax: 0.0754395 | ay: 0.516739 | az: -0.45488
ax: 0.0191498 | ay: 0.574326 | az: -0.422943
ax: 3.05176e-05 | ay: 0.550735 | az: -0.397552
ax: 0.0402069 | ay: 0.542175 | az: -0.378174
ax: 0.0477753 | ay: 0.541718 | az: -0.382629
ax: 0.0421295 | ay: 0.534454 | az: -0.378159
ax: 0.0199127 | ay: 0.5392 | az: -0.375305
ax: 0.0435486 | ay: 0.535736 | az: -0.36496
ax: 0.056778 | ay: 0.490234 | az: -0.323944
ax: 0.0364685 | ay: 0.454376 | az: -0.275452
ax: 0.0518646 | ay: 0.388306 | az: -0.217346
ax: 0.098877 | ay: 0.297287 | az: -0.145309
ax: 0.11824 | ay: 0.239456 | az: -0.0947876
ax: 0.121857 | ay: 0.185547 | az: -0.0591888
ax: 0.155319 | ay: 0.14212 | az: -0.0530701
ax: 0.318924 | ay: 0.0976105 | az: -0.0658417
ax: 0.649277 | ay: -0.0569153 | az: -0.0679779
ax: 0.735733 | ay: -0.247025 | az: 0.0709991
ax: 0.428162 | ay: -0.348251 | az: 0.184311
ax: 0.195602 | ay: -0.407837 | az: 0.216232
5: [20200927202356.776]
> sum ax: 9.52237 | sum ay: 1.19403 | sum az: -2.50182
>> avg ax: 0.190447 | avg ay: 0.0238806 | avg az: -0.0500363
>>> vx: 1.86638 | vy: 0.23403 | vz: -0.490356
>>> sx: 0.684341 | sy: -0.557881 | sz: 0.258019
>>> a: 0.198354
>>> v: 1.94386
>>> s: 0.919852

ax: 0.119904 | ay: -0.42865 | az: 0.227921
ax: 0.30687 | ay: -0.431458 | az: 0.297241
ax: 0.587021 | ay: -0.518372 | az: 0.333023
ax: 0.789108 | ay: -0.660095 | az: 0.363953
ax: 0.620239 | ay: -0.732803 | az: 0.345627
ax: 0.296722 | ay: -0.668518 | az: 0.359085
ax: 0.0705719 | ay: -0.510498 | az: 0.382202
ax: -0.0876007 | ay: -0.415833 | az: 0.369583
ax: -0.119339 | ay: -0.417282 | az: 0.314651
ax: -0.156647 | ay: -0.375 | az: 0.253326
ax: -0.180481 | ay: -0.381714 | az: 0.236618
ax: -0.203598 | ay: -0.464874 | az: 0.250168
ax: -0.236389 | ay: -0.516327 | az: 0.291641
ax: -0.255463 | ay: -0.535187 | az: 0.314697
ax: -0.221909 | ay: -0.532074 | az: 0.302811
ax: -0.171768 | ay: -0.470215 | az: 0.300873
ax: -0.068512 | ay: -0.393158 | az: 0.325226
ax: 0.0292358 | ay: -0.353104 | az: 0.316879
ax: 0.113907 | ay: -0.318695 | az: 0.292603
ax: 0.206345 | ay: -0.278961 | az: 0.23349
ax: 0.237747 | ay: -0.266068 | az: 0.145218
ax: 0.26825 | ay: -0.205719 | az: 0.0754852
ax: 0.267014 | ay: -0.117386 | az: 0.00823975
ax: 0.256531 | ay: -0.0541229 | az: -0.065033
ax: 0.390732 | ay: -0.0343323 | az: -0.183289
ax: 0.708115 | ay: -0.0639191 | az: -0.160263
ax: 0.639694 | ay: 0.018631 | az: -0.152634
ax: 0.477371 | ay: 0.195358 | az: -0.191101
ax: 0.664307 | ay: 0.197098 | az: -0.33136
ax: 0.772507 | ay: 0.208664 | az: -0.406189
ax: 0.750153 | ay: 0.233902 | az: -0.422821
ax: 0.633118 | ay: 0.300751 | az: -0.38858
ax: 0.464844 | ay: 0.339035 | az: -0.42688
ax: 0.313141 | ay: 0.367767 | az: -0.482422
ax: 0.167221 | ay: 0.418152 | az: -0.515594
ax: 0.0484161 | ay: 0.453186 | az: -0.516983
ax: 0.00872803 | ay: 0.490051 | az: -0.493393
ax: 0.0276794 | ay: 0.491302 | az: -0.44603
ax: 0.0263062 | ay: 0.496735 | az: -0.422363
ax: 0.0305176 | ay: 0.497238 | az: -0.402283
ax: 0.0528412 | ay: 0.526215 | az: -0.403
ax: 0.0622406 | ay: 0.541199 | az: -0.423645
ax: 0.0398407 | ay: 0.53685 | az: -0.401123
ax: 0.078949 | ay: 0.521301 | az: -0.364731
ax: 0.100159 | ay: 0.514832 | az: -0.29126
ax: 0.117371 | ay: 0.47316 | az: -0.241501
ax: 0.142105 | ay: 0.391342 | az: -0.223053
ax: 0.0945129 | ay: 0.323944 | az: -0.158203
ax: 0.0830688 | ay: 0.2341 | az: -0.0885468
ax: 0.0686493 | ay: 0.14798 | az: -0.0153198
6: [20200927202357.772]
> sum ax: 9.43034 | sum ay: -1.22557 | sum az: -2.27704
>> avg ax: 0.188607 | avg ay: -0.0245114 | avg az: -0.0455408
>>> vx: 1.84835 | vy: -0.240212 | vz: -0.446299
>>> sx: 0.944737 | sy: -1.20636 | sz: 0.522293
>>> a: 0.195569
>>> v: 1.91658
>>> s: 1.61883

ax: 0.187012 | ay: 0.104507 | az: -0.00950623
ax: 0.571075 | ay: -0.0105896 | az: -0.0333099
ax: 0.565125 | ay: -0.195724 | az: 0.0452423
ax: 0.303879 | ay: -0.198364 | az: 0.106018
ax: 0.488098 | ay: -0.253708 | az: 0.0942535
ax: 0.714157 | ay: -0.393036 | az: 0.19278
ax: 0.679596 | ay: -0.480576 | az: 0.392151
ax: 0.687332 | ay: -0.511353 | az: 0.524109
ax: 0.542786 | ay: -0.577805 | az: 0.478745
ax: 0.262817 | ay: -0.612396 | az: 0.451218
ax: 0.0802002 | ay: -0.557388 | az: 0.459915
ax: 0.0108795 | ay: -0.455139 | az: 0.434235
ax: 0.00254822 | ay: -0.408554 | az: 0.365356
ax: -0.0164642 | ay: -0.431992 | az: 0.313278
ax: -0.0297852 | ay: -0.408875 | az: 0.301163
ax: -0.031723 | ay: -0.440964 | az: 0.332428
ax: -0.06604 | ay: -0.475891 | az: 0.375641
ax: -0.115417 | ay: -0.476028 | az: 0.394989
ax: -0.128372 | ay: -0.47522 | az: 0.42601
ax: -0.162872 | ay: -0.472198 | az: 0.45668
ax: -0.144012 | ay: -0.459778 | az: 0.417267
ax: -0.102997 | ay: -0.435425 | az: 0.338226
ax: -0.0318604 | ay: -0.428665 | az: 0.280884
ax: 0.0237732 | ay: -0.403275 | az: 0.22612
ax: 0.0700989 | ay: -0.344635 | az: 0.168365
ax: 0.0874176 | ay: -0.247589 | az: 0.104324
ax: 0.102997 | ay: -0.175232 | az: 0.0433044
ax: 0.137283 | ay: -0.133102 | az: 0.00218201
ax: 0.252914 | ay: -0.0980072 | az: -0.0255432
ax: 0.561401 | ay: -0.129501 | az: -0.127243
ax: 1.00981 | ay: -0.154312 | az: -0.116959
ax: 0.801575 | ay: 0.00282288 | az: -0.0868225
ax: 0.396637 | ay: 0.18515 | az: -0.160202
ax: 0.51088 | ay: 0.240738 | az: -0.329773
ax: 0.677017 | ay: 0.2733 | az: -0.463638
ax: 0.780807 | ay: 0.361465 | az: -0.51004
ax: 0.773361 | ay: 0.376617 | az: -0.476135
ax: 0.576508 | ay: 0.309326 | az: -0.41629
ax: 0.394882 | ay: 0.29715 | az: -0.395447
ax: 0.276398 | ay: 0.325989 | az: -0.428299
ax: 0.146271 | ay: 0.436768 | az: -0.479996
ax: 0.0228729 | ay: 0.554642 | az: -0.516449
ax: -0.0455933 | ay: 0.582687 | az: -0.494492
ax: -0.0333252 | ay: 0.555542 | az: -0.465576
ax: -0.00514221 | ay: 0.531281 | az: -0.427917
ax: -0.0195923 | ay: 0.523682 | az: -0.394836
ax: -0.0567169 | ay: 0.585464 | az: -0.395309
ax: -0.0714417 | ay: 0.610886 | az: -0.410812
ax: -0.0365753 | ay: 0.54953 | az: -0.394257
ax: 0.0107422 | ay: 0.483307 | az: -0.341232
7: [20200927202358.772]
> sum ax: 11.6112 | sum ay: -2.95447 | sum az: -0.175201
>> avg ax: 0.232224 | avg ay: -0.0590894 | avg az: -0.00350403
>>> vx: 2.2758 | vy: -0.579075 | vz: -0.0343395
>>> sx: 1.30087 | sy: -1.23801 | sz: 0.784954
>>> a: 0.23965
>>> v: 2.34857
>>> s: 1.95987

ax: 0.071167 | ay: 0.433899 | az: -0.271759
ax: 0.105667 | ay: 0.384232 | az: -0.215317
ax: 0.121902 | ay: 0.289108 | az: -0.163666
ax: 0.136932 | ay: 0.185562 | az: -0.106918
ax: 0.183487 | ay: 0.0875702 | az: -0.0783234
ax: 0.455444 | ay: 0.0296783 | az: -0.112915
ax: 0.805328 | ay: -0.141724 | az: -0.0767059
ax: 0.688812 | ay: -0.298843 | az: 0.0267639
ax: 0.510208 | ay: -0.352478 | az: 0.125946
ax: 0.545105 | ay: -0.454224 | az: 0.267075
ax: 0.48851 | ay: -0.507523 | az: 0.390289
ax: 0.445053 | ay: -0.477463 | az: 0.485123
ax: 0.498001 | ay: -0.468521 | az: 0.445877
ax: 0.451355 | ay: -0.499359 | az: 0.345108
ax: 0.294556 | ay: -0.490234 | az: 0.313034
ax: 0.153656 | ay: -0.465286 | az: 0.346863
ax: 0.047226 | ay: -0.493469 | az: 0.303558
ax: -0.0311432 | ay: -0.521362 | az: 0.281403
ax: -0.0705109 | ay: -0.529282 | az: 0.283173
ax: -0.109558 | ay: -0.564133 | az: 0.267746
ax: -0.152817 | ay: -0.597763 | az: 0.298553
ax: -0.174149 | ay: -0.590149 | az: 0.396072
ax: -0.198013 | ay: -0.565521 | az: 0.437439
ax: -0.163773 | ay: -0.526718 | az: 0.400665
ax: -0.127197 | ay: -0.482101 | az: 0.33078
ax: -0.0682373 | ay: -0.46756 | az: 0.311417
ax: 0.00114441 | ay: -0.430939 | az: 0.276413
ax: 0.0821686 | ay: -0.407166 | az: 0.24202
ax: 0.139633 | ay: -0.34996 | az: 0.205765
ax: 0.20282 | ay: -0.268936 | az: 0.176941
ax: 0.224899 | ay: -0.19191 | az: 0.110367
ax: 0.268814 | ay: -0.17807 | az: 0.075058
ax: 0.349075 | ay: -0.232941 | az: -0.0410767
ax: 0.60083 | ay: -0.157913 | az: -0.17009
ax: 1.01833 | ay: -0.143799 | az: -0.15097
ax: 0.820511 | ay: 0.0480194 | az: -0.0839844
ax: 0.443405 | ay: 0.303665 | az: -0.156921
ax: 0.490692 | ay: 0.321579 | az: -0.347656
ax: 0.632492 | ay: 0.338364 | az: -0.49913
ax: 0.687988 | ay: 0.41478 | az: -0.527878
ax: 0.621338 | ay: 0.434937 | az: -0.485077
ax: 0.516464 | ay: 0.382019 | az: -0.459518
ax: 0.364929 | ay: 0.359406 | az: -0.447525
ax: 0.213715 | ay: 0.388123 | az: -0.48494
ax: 0.0923309 | ay: 0.480392 | az: -0.489227
ax: -0.0132446 | ay: 0.549759 | az: -0.469635
ax: -0.0536804 | ay: 0.58609 | az: -0.456726
ax: -0.0413055 | ay: 0.582275 | az: -0.412674
ax: -0.0202789 | ay: 0.588272 | az: -0.373047
ax: 0.000106812 | ay: 0.55986 | az: -0.349976
8: [20200927202359.771]
> sum ax: 12.5502 | sum ay: -4.10776 | sum az: -0.288208
>> avg ax: 0.251004 | avg ay: -0.0821552 | avg az: -0.00576416
>>> vx: 2.45984 | vy: -0.80512 | vz: -0.0564888
>>> sx: 1.27277 | sy: -1.01034 | sz: 0.492667
>>> a: 0.26417
>>> v: 2.58886
>>> s: 1.69807

ax: 0.00421143 | ay: 0.544174 | az: -0.347946
ax: 0.0485077 | ay: 0.515289 | az: -0.329422
ax: 0.0829163 | ay: 0.490189 | az: -0.279617
ax: 0.140213 | ay: 0.456177 | az: -0.277695
ax: 0.155045 | ay: 0.410004 | az: -0.24704
ax: 0.16716 | ay: 0.309235 | az: -0.200562
ax: 0.202652 | ay: 0.212189 | az: -0.136841
ax: 0.217285 | ay: 0.127197 | az: -0.0609894
ax: 0.238983 | ay: 0.0511475 | az: 0.00837708
ax: 0.267761 | ay: -0.0318298 | az: 0.0540161
ax: 0.594284 | ay: -0.057251 | az: -0.0174408
ax: 0.905228 | ay: -0.246811 | az: -0.0197906
ax: 0.627426 | ay: -0.334061 | az: 0.206467
ax: 0.489288 | ay: -0.458618 | az: 0.205765
ax: 0.535004 | ay: -0.615067 | az: 0.284714
ax: 0.472198 | ay: -0.611603 | az: 0.358475
ax: 0.484879 | ay: -0.504395 | az: 0.438004
ax: 0.480362 | ay: -0.52829 | az: 0.402222
ax: 0.277924 | ay: -0.531219 | az: 0.320663
ax: 0.132614 | ay: -0.44014 | az: 0.323059
ax: 0.0320282 | ay: -0.375183 | az: 0.322113
ax: -0.0340424 | ay: -0.406113 | az: 0.280029
ax: -0.0959625 | ay: -0.415329 | az: 0.240814
ax: -0.149078 | ay: -0.397797 | az: 0.223816
ax: -0.211502 | ay: -0.385147 | az: 0.248703
ax: -0.225433 | ay: -0.409897 | az: 0.267288
ax: -0.264191 | ay: -0.455215 | az: 0.299698
ax: -0.254211 | ay: -0.453369 | az: 0.347458
ax: -0.232056 | ay: -0.446274 | az: 0.351624
ax: -0.201813 | ay: -0.386078 | az: 0.334076
ax: -0.155121 | ay: -0.302597 | az: 0.301758
ax: -0.137909 | ay: -0.267593 | az: 0.253845
ax: -0.104706 | ay: -0.28334 | az: 0.204941
ax: -0.00939941 | ay: -0.32019 | az: 0.168015
ax: 0.0716858 | ay: -0.345978 | az: 0.162216
ax: 0.0836945 | ay: -0.278076 | az: 0.115128
ax: 0.0702209 | ay: -0.193481 | az: 0.0553589
ax: 0.124054 | ay: -0.16391 | az: 0.000228882
ax: 0.418472 | ay: -0.208878 | az: -0.109985
