ax: -0.291107 | ay: 0.0816956 | az: 0.0570679
ax: 0.000823975 | ay: 0.0344543 | az: -0.0143127
ax: -0.00738525 | ay: -0.00306702 | az: -0.0391998
ax: -0.079834 | ay: -0.0399628 | az: 0.0440369
ax: -0.116531 | ay: 0.0875092 | az: 0.0252533
ax: -0.130661 | ay: 0.0752869 | az: 0.0515594
ax: -0.250259 | ay: 0.0264282 | az: 0.120056
ax: -0.278854 | ay: 0.0155487 | az: 0.0509949
ax: -0.32048 | ay: 0.136978 | az: 0.019104
ax: -0.502777 | ay: 0.219162 | az: -0.0413208
ax: -0.785461 | ay: 0.203644 | az: -0.0514374
ax: -1.08318 | ay: 0.654037 | az: 0.0372314
ax: -1.04568 | ay: 1.15622 | az: 0.129547
ax: -0.999268 | ay: 0.340134 | az: 0.351944
ax: -0.7742 | ay: 0.863205 | az: 0.0331116
ax: -0.672318 | ay: 0.928375 | az: -0.151611
ax: -0.113052 | ay: 0.665756 | az: 0.0316162
ax: 0.606201 | ay: 0.407913 | az: -0.0668182
ax: 0.39238 | ay: -0.379913 | az: -0.273636
ax: 0.239563 | ay: -0.0184631 | az: 0.299561
ax: 0.530121 | ay: 0.514236 | az: 0.443085
ax: 0.647232 | ay: 0.736191 | az: 0.342529
ax: 0.640945 | ay: 0.635269 | az: 0.287033
ax: 0.590622 | ay: 0.478256 | az: 0.190659
ax: 0.54126 | ay: 0.26239 | az: 0.156296
ax: 0.486404 | ay: 0.115585 | az: 0.10759
ax: 0.453262 | ay: 0.105911 | az: 0.0439606
ax: 0.338089 | ay: 0.0374756 | az: 0.0156708
ax: 0.177475 | ay: -0.0554199 | az: 0.00637817
ax: -0.0834045 | ay: -0.224014 | az: -0.0701904
ax: -0.43103 | ay: -0.380875 | az: -0.162567
ax: -0.945663 | ay: -0.610275 | az: -0.345566
ax: -1.09819 | ay: -1.23894 | az: -0.700165
ax: -1.14082 | ay: -1.68915 | az: -0.922699
time: 3
[20210722075119.646]
> sum ax: -5.33835 | sum ay: 3.78772 | sum az: -0.478394
>> avg ax: -0.106767 | avg ay: 0.0757544 | avg az: -0.00956787
>>> vx: -0.523158 | vy: 0.371196 | vz: -0.0468826
>>> sx: -0.218513 | sy: 0.246796 | sz: 0.0162813
>>> a: 0.131261
>>> v: 0.643179
>>> s: 0.330032

ax: -0.977768 | ay: -1.70789 | az: -1.30197
ax: -0.500092 | ay: -2.18126 | az: -1.30962
ax: -0.60585 | ay: -2.37389 | az: -0.985092
ax: -0.221313 | ay: -1.21574 | az: -0.784409
ax: -0.445175 | ay: 1.23279 | az: 1.00827
ax: -0.342285 | ay: -0.0707703 | az: 0.562286
ax: -0.603745 | ay: -0.715408 | az: -0.0433502
ax: -0.297943 | ay: -0.184296 | az: -0.349106
ax: -0.253235 | ay: -0.565796 | az: -0.696945
ax: -0.244019 | ay: -0.396774 | az: -0.222015
ax: -0.0943298 | ay: -0.442307 | az: -0.0366364
ax: -0.0738983 | ay: -0.138428 | az: -0.13855
ax: 0.0157166 | ay: 0.0789795 | az: -0.0940857
ax: -0.0680389 | ay: -0.00479126 | az: -0.0232544
ax: -0.00967407 | ay: 0.0239105 | az: 0.0119019
ax: 0.0133209 | ay: 0.0630646 | az: -0.0402679
ax: 0.0562744 | ay: 0.138214 | az: -0.127228
ax: 0.0707703 | ay: 0.0966492 | az: 0.0115051
ax: 0.0522156 | ay: 0.0499115 | az: 0.0450134
ax: 0.0286255 | ay: -0.0678864 | az: 0.029068
ax: -0.0361328 | ay: -0.194016 | az: 0.0214386
ax: -0.0408325 | ay: -0.0745697 | az: 0.03302
ax: -0.0305634 | ay: -0.00488281 | az: 0.0216217
ax: -0.0148315 | ay: -0.0310822 | az: -0.00991821
ax: -0.0115356 | ay: -0.0482635 | az: -0.0300903
ax: -0.0119019 | ay: -0.00952148 | az: 0.00953674
ax: -0.0210571 | ay: 0.00524902 | az: 0.00718689
ax: -0.0352783 | ay: -0.0593109 | az: 0.00088501
ax: -0.0449829 | ay: -0.0321655 | az: 0.0197296
ax: -0.0826721 | ay: 0.00418091 | az: 0.0313568
ax: -0.134079 | ay: 0.0607452 | az: 0.0683899
ax: -0.142487 | ay: 0.118774 | az: 0.0194855
ax: -0.153152 | ay: 0.119492 | az: 0.0105591
ax: -0.204468 | ay: 0.130249 | az: -0.0217285
ax: -0.317703 | ay: 0.0956268 | az: 0.0152283
ax: -0.477066 | ay: 0.124634 | az: 0.0737915
ax: -0.776566 | ay: 0.0314636 | az: 0.0482483
ax: -1.09029 | ay: 0.410675 | az: 0.190033
ax: -0.983551 | ay: 1.46217 | az: 0.381149
ax: -0.982391 | ay: 0.603561 | az: 0.491211
ax: -0.789413 | ay: 0.69957 | az: 0.142593
ax: -0.722229 | ay: 0.914703 | az: -0.238632
ax: -0.240082 | ay: 0.702576 | az: -0.028717
ax: 0.56694 | ay: 0.333832 | az: -0.0795746
ax: 0.191345 | ay: -0.375351 | az: -0.312347
ax: 0.141388 | ay: 0.101776 | az: 0.188156
ax: 0.453293 | ay: 0.536011 | az: 0.295746
ax: 0.543503 | ay: 0.696457 | az: 0.301163
ax: 0.603745 | ay: 0.563171 | az: 0.213165
ax: 0.618591 | ay: 0.455536 | az: 0.129715
time: 4
[20210722075120.647]
> sum ax: -8.7249 | sum ay: -1.04042 | sum az: -2.49208
>> avg ax: -0.174498 | avg ay: -0.0208084 | avg az: -0.0498416
>>> vx: -0.85504 | vy: -0.101961 | vz: -0.244224
>>> sx: -0.578837 | sy: -0.672166 | sz: -0.376337
>>> a: 0.182666
>>> v: 0.895061
>>> s: 0.963581

ax: 0.578125 | ay: 0.298065 | az: 0.0841675
ax: 0.52887 | ay: 0.190994 | az: 0.0491333
ax: 0.466278 | ay: 0.176819 | az: -0.00598145
ax: 0.407761 | ay: 0.172119 | az: -0.017868
ax: 0.166351 | ay: 0.124054 | az: -0.0498962
ax: -0.12767 | ay: -0.0585327 | az: -0.130356
ax: -0.503281 | ay: -0.427277 | az: -0.296677
ax: -0.934738 | ay: -0.777985 | az: -0.561188
ax: -1.07794 | ay: -1.33574 | az: -0.70433
ax: -1.11356 | ay: -1.73209 | az: -0.878403
ax: -0.73616 | ay: -1.32359 | az: -1.19887
ax: -0.545288 | ay: -1.53943 | az: -1.289
ax: -0.436218 | ay: -2.21513 | az: -0.938431
ax: -0.371887 | ay: -1.76826 | az: -0.791229
ax: -0.395798 | ay: -0.526184 | az: 0.263229
ax: -0.452423 | ay: 1.11757 | az: 0.631638
ax: -0.379929 | ay: -0.678558 | az: -0.183899
ax: -0.258514 | ay: -0.344681 | az: -0.25676
ax: -0.117218 | ay: -0.437927 | az: -0.338821
ax: -0.0803375 | ay: -0.207047 | az: -0.290741
ax: -0.0884094 | ay: -0.620758 | az: -0.245331
ax: -0.141479 | ay: -0.360703 | az: -0.014679
ax: -0.0365295 | ay: -0.0152588 | az: -0.0236359
ax: -0.0778046 | ay: -0.00631714 | az: -0.0555573
ax: -0.0700684 | ay: 0.0649109 | az: -0.0263062
ax: 0.00360107 | ay: -0.0539093 | az: -0.148773
ax: 0.0106201 | ay: -0.0570526 | az: -0.170578
ax: -0.0397339 | ay: -0.0109711 | az: -0.0617981
ax: -0.0426178 | ay: -0.0687256 | az: 0.0777588
ax: 0.00291443 | ay: -0.0448151 | az: 0.0543518
ax: 0.0365906 | ay: 0.00227356 | az: -0.0801086
ax: 0.0272217 | ay: -0.000335693 | az: -0.0841064
ax: -0.00105286 | ay: -0.0467529 | az: -0.0250397
ax: -0.0128174 | ay: -0.0700531 | az: 0.0075531
ax: -0.00254822 | ay: -0.0360718 | az: -0.0123138
ax: 0.00572205 | ay: 0.0190735 | az: -0.0136261
ax: 0.00183105 | ay: -0.0237732 | az: -0.0371094
ax: -0.0233154 | ay: -0.0381622 | az: -0.0245972
ax: -0.0378876 | ay: 0.00292969 | az: 0.00872803
ax: -0.0520935 | ay: 0.0388794 | az: 0.0574036
ax: -0.117874 | ay: 0.0398865 | az: 0.134125
ax: -0.138657 | ay: 0.0106354 | az: 0.0765533
ax: -0.162949 | ay: 0.0550995 | az: 0.00695801
ax: -0.194519 | ay: 0.131012 | az: 0.0433044
ax: -0.260406 | ay: 0.0592041 | az: 0.0605164
ax: -0.38678 | ay: 0.150192 | az: 0.0747681
ax: -0.626495 | ay: 0.192871 | az: 0.0414276
ax: -1.01285 | ay: 0.589645 | az: 0.0578003
ax: -1.078 | ay: 1.4209 | az: 0.270157
ax: -0.98732 | ay: 0.84935 | az: 0.415161
time: 5
[20210722075121.628]
> sum ax: -10.8873 | sum ay: -9.11961 | sum az: -6.54128
>> avg ax: -0.217746 | avg ay: -0.182392 | avg az: -0.130826
>>> vx: -1.06695 | vy: -0.893722 | vz: -0.641045
>>> sx: -0.439992 | sy: -0.90086 | sz: -0.564936
>>> a: 0.312723
>>> v: 1.53234
>>> s: 1.15078

ax: -1.00334 | ay: 0.325333 | az: 0.363922
ax: -0.735474 | ay: 0.366135 | az: -0.0834198
ax: -0.458466 | ay: 0.770081 | az: -0.178802
ax: 0.473648 | ay: 1.19763 | az: 0.0463562
ax: 0.284042 | ay: -0.128082 | az: -0.384003
ax: 0.289459 | ay: -0.513016 | az: -0.151398
ax: 0.358643 | ay: -0.0835419 | az: 0.317596
ax: 0.609772 | ay: 0.448456 | az: 0.273758
ax: 0.657639 | ay: 0.803665 | az: 0.211517
ax: 0.669022 | ay: 0.688202 | az: 0.193649
ax: 0.6129 | ay: 0.580917 | az: 0.160873
ax: 0.497452 | ay: 0.268692 | az: 0.142654
ax: 0.445877 | ay: 0.0402985 | az: 0.00975037
ax: 0.421158 | ay: 0.0122223 | az: -0.121323
ax: 0.316681 | ay: 0.0494843 | az: -0.159485
ax: 0.0805206 | ay: -0.0270996 | az: -0.2099
ax: -0.292007 | ay: -0.284485 | az: -0.332687
ax: -0.75119 | ay: -0.445251 | az: -0.577484
ax: -1.08189 | ay: -1.00237 | az: -0.8974
ax: -1.1283 | ay: -1.55174 | az: -1.05431
ax: -1.16994 | ay: -1.80312 | az: -1.21603
ax: -0.602753 | ay: -1.76137 | az: -1.27322
ax: -0.470642 | ay: -2.49915 | az: -0.893433
ax: -0.495758 | ay: -1.26599 | az: -0.731506
ax: -0.0759888 | ay: -0.934601 | az: -0.155533
ax: -0.305435 | ay: 1.03998 | az: 1.10912
ax: -0.3479 | ay: -0.103912 | az: 0.685776
ax: -0.550873 | ay: -0.673721 | az: -0.0906067
ax: -0.444824 | ay: -0.358871 | az: -0.171188
ax: -0.045166 | ay: -0.196198 | az: -0.398422
ax: -0.285614 | ay: -0.719696 | az: -0.539551
ax: -0.132767 | ay: -0.448502 | az: -0.0806427
ax: -0.0637817 | ay: -0.167938 | az: -0.100311
ax: -0.0266266 | ay: -0.0484009 | az: -0.0514984
ax: -0.0711365 | ay: -0.0795135 | az: -0.0619812
ax: -0.0145416 | ay: -0.0789032 | az: -0.101929
ax: 0.00730896 | ay: 0.0514374 | az: -0.11528
ax: 0.051712 | ay: 0.111664 | az: -0.119766
ax: 0.0224609 | ay: -0.0160522 | az: 0.0171051
ax: 0.011322 | ay: -0.0644684 | az: 0.0700684
ax: 0.0244446 | ay: -0.0116425 | az: -0.00776672
ax: 0.0415039 | ay: -0.0562439 | az: -0.0725098
ax: -0.0317535 | ay: -0.133224 | az: -0.0179138
ax: -0.042511 | ay: -0.109009 | az: 0.0167084
ax: -0.00765991 | ay: -0.04216 | az: 0.0261993
ax: 0.00613403 | ay: 0.0271149 | az: -0.0123138
ax: 0.00672913 | ay: -0.0145264 | az: -0.0466003
ax: -0.0281219 | ay: -0.0500336 | az: -0.048996
ax: -0.0557556 | ay: -0.0335846 | az: -0.00842285
ax: -0.0357819 | ay: 0.00660706 | az: 0.0297852
time: 6
[20210722075122.626]
> sum ax: -4.86757 | sum ay: -8.91849 | sum az: -6.7908
>> avg ax: -0.0973514 | avg ay: -0.17837 | avg az: -0.135816
>>> vx: -0.477022 | vy: -0.874012 | vz: -0.665499
>>> sx: -0.210005 | sy: -0.314332 | sz: -0.360888
>>> a: 0.244416
>>> v: 1.19764
>>> s: 0.522635

ax: -0.0466766 | ay: 0.00997925 | az: 0.0203857
ax: -0.135361 | ay: 0.0796204 | az: 0.0695953
ax: -0.116074 | ay: 0.00822449 | az: 0.041214
ax: -0.184464 | ay: 0.0551453 | az: 0.00857544
ax: -0.196854 | ay: 0.0831451 | az: 0.0416107
ax: -0.265442 | ay: 0.0941315 | az: 0.0755463
ax: -0.417221 | ay: 0.119995 | az: 0.0417328
ax: -0.731979 | ay: 0.128479 | az: 0.0327148
ax: -1.07408 | ay: 0.34967 | az: 0.0907135
ax: -0.969788 | ay: 1.49767 | az: 0.289017
ax: -0.932053 | ay: 0.624207 | az: 0.420761
ax: -0.805984 | ay: 0.498169 | az: 0.118347
ax: -0.716354 | ay: 0.793213 | az: -0.330551
ax: -0.114517 | ay: 0.772827 | az: -0.134308
ax: 0.667847 | ay: 0.294098 | az: -0.0736694
ax: 0.192642 | ay: -0.30983 | az: -0.184799
ax: 0.183289 | ay: -0.0762939 | az: 0.229095
ax: 0.536392 | ay: 0.370422 | az: 0.260284
ax: 0.614288 | ay: 0.699982 | az: 0.28801
ax: 0.674759 | ay: 0.657593 | az: 0.266495
ax: 0.653488 | ay: 0.580536 | az: 0.2061
ax: 0.586334 | ay: 0.315796 | az: 0.183365
ax: 0.522003 | ay: 0.130981 | az: 0.0531158
ax: 0.531158 | ay: 0.0394287 | az: -0.0372925
ax: 0.36557 | ay: 0.324173 | az: -0.00994873
ax: 0.0368805 | ay: 0.250656 | az: 0.17308
ax: -0.258743 | ay: -0.557755 | az: 0.103317
ax: -0.606842 | ay: -0.37764 | az: -0.285156
ax: -1.04236 | ay: -0.798904 | az: -0.63533
ax: -1.07648 | ay: -1.064 | az: -0.659439
ax: -0.828735 | ay: -1.04308 | az: -0.594391
ax: -0.930939 | ay: -0.998367 | az: -0.819824
ax: -0.754105 | ay: -1.63843 | az: -1.07079
ax: -0.389313 | ay: -1.96313 | az: -0.818298
ax: -0.627869 | ay: -1.77844 | az: -0.854263
ax: -0.118622 | ay: -1.42119 | az: -1.1062
ax: -0.146515 | ay: 0.412567 | az: 0.0178528
ax: -0.224197 | ay: 0.458282 | az: 0.873047
ax: -0.444489 | ay: -0.753204 | az: -0.0157776
ax: -0.561142 | ay: -0.469757 | az: -0.00546265
ax: -0.133636 | ay: -0.155731 | az: -0.232544
ax: 0.00935364 | ay: -0.102432 | az: -0.478424
ax: -0.185089 | ay: -0.303329 | az: -0.293442
ax: 0.0169983 | ay: -0.265015 | az: -0.147064
ax: -0.0453491 | ay: -0.098114 | az: -0.0563354
ax: -0.111465 | ay: -0.131958 | az: -0.0683441
ax: -0.0701752 | ay: -0.0690155 | az: -0.0567627
ax: -0.0179749 | ay: -0.013504 | az: -0.0201874
ax: 0.025177 | ay: 0.0749054 | az: -0.121063
ax: 0.0196838 | ay: 0.0357666 | az: -0.0807495
time: 7
[20210722075123.645]
> sum ax: -9.64502 | sum ay: -4.62946 | sum az: -5.28644
>> avg ax: -0.1929 | avg ay: -0.0925891 | avg az: -0.105729
>>> vx: -0.945212 | vy: -0.453687 | vz: -0.518071
>>> sx: -0.509537 | sy: 0.153983 | sz: -0.0921895
>>> a: 0.238667
>>> v: 1.16947
>>> s: 0.54022

ax: -0.0174561 | ay: -0.097229 | az: 0.0431519
ax: 0.0106354 | ay: -0.0627899 | az: 0.0196838
ax: 0.00889587 | ay: -0.044281 | az: -0.0463104
ax: 0.0214081 | ay: -0.0375671 | az: -0.0963898
ax: 0.0123901 | ay: -0.0747528 | az: -0.0638885
ax: 0.00419617 | ay: -0.0150299 | az: -0.0262299
ax: 0.0112 | ay: 0.0438995 | az: -0.00106812
ax: -0.0139618 | ay: 0.0214081 | az: -0.0332947
ax: -0.00416565 | ay: -0.0274963 | az: -0.0187988
ax: -0.03125 | ay: -0.0299683 | az: 0.00297546
ax: -0.0228119 | ay: 0.0170898 | az: -0.0146179
ax: -0.063446 | ay: -0.00195312 | az: 0.0147095
ax: -0.0807343 | ay: -0.00602722 | az: 0.0485992
ax: -0.103638 | ay: 0.0808105 | az: 0.081604
ax: -0.123962 | ay: 0.0814667 | az: 0.106079
ax: -0.224457 | ay: 0.00296021 | az: 0.0249634
ax: -0.19548 | ay: 0.0393677 | az: 0.0197601
ax: -0.280731 | ay: 0.0969391 | az: 0.0213776
ax: -0.385773 | ay: 0.134857 | az: 0.00671387
ax: -0.566635 | ay: 0.179642 | az: 0.0379333
ax: -0.956741 | ay: 0.36084 | az: 0.137604
ax: -1.02928 | ay: 1.32663 | az: 0.408829
ax: -0.842682 | ay: 0.937241 | az: 0.363754
ax: -0.782394 | ay: 0.305069 | az: 0.275574
ax: -0.728073 | ay: 0.693481 | az: -0.254181
ax: -0.380035 | ay: 0.740112 | az: -0.226044
ax: 0.517212 | ay: 0.740921 | az: 0.0410004
ax: 0.0375214 | ay: -0.110794 | az: -0.193695
ax: 0.155655 | ay: -0.0962372 | az: 0.00895691
ax: 0.485153 | ay: 0.440216 | az: 0.295029
ax: 0.558807 | ay: 0.71759 | az: 0.313675
ax: 0.6203 | ay: 0.576004 | az: 0.253662
ax: 0.624908 | ay: 0.454742 | az: 0.19368
ax: 0.568329 | ay: 0.303024 | az: 0.14389
ax: 0.516693 | ay: 0.175491 | az: 0.0896454
ax: 0.457092 | ay: 0.143158 | az: 0.0550079
ax: 0.380615 | ay: 0.135529 | az: 0.0398102
ax: 0.155655 | ay: 0.11763 | az: 0.0267181
ax: -0.14212 | ay: -0.0388794 | az: -0.133911
ax: -0.56337 | ay: -0.425735 | az: -0.174393
ax: -0.949997 | ay: -0.650513 | az: -0.272018
ax: -1.09619 | ay: -1.04787 | az: -0.877518
ax: -1.13985 | ay: -1.46474 | az: -0.896164
ax: -0.921249 | ay: -1.6955 | az: -1.06027
ax: -0.711823 | ay: -1.92487 | az: -0.938797
ax: -0.376495 | ay: -2.21074 | az: -0.827957
ax: -0.308594 | ay: -1.73616 | az: -0.885269
ax: -0.170929 | ay: -1.58289 | az: -0.604385
ax: -0.272202 | ay: 1.10687 | az: 0.48349
ax: -0.379562 | ay: 0.318436 | az: 0.816086
time: 8
[20210722075124.632]
> sum ax: -8.71942 | sum ay: -3.09058 | sum az: -3.27124
>> avg ax: -0.174388 | avg ay: -0.0618115 | avg az: -0.0654248
>>> vx: -0.854503 | vy: -0.302876 | vz: -0.320582
>>> sx: -0.310226 | sy: 0.232458 | sz: 0.00941255
>>> a: 0.196246
>>> v: 0.961604
>>> s: 0.38777

ax: -0.639496 | ay: -0.974976 | az: -0.0701599
ax: -0.622787 | ay: -0.575867 | az: 0.112656
ax: -0.072464 | ay: -0.203537 | az: -0.40976
ax: -0.0132141 | ay: -0.279129 | az: -0.528397
ax: -0.177353 | ay: -0.328888 | az: -0.289673
ax: 0.0350342 | ay: -0.207718 | az: -0.0549927
ax: -0.0522308 | ay: -0.127228 | az: -0.111176
ax: -0.128662 | ay: -0.19458 | az: -0.0752869
ax: -0.0782318 | ay: -0.104599 | az: -0.0546112
ax: -0.0216675 | ay: -0.0158844 | az: -0.0664368
ax: -0.00794983 | ay: -0.0453339 | az: -0.173599
ax: -0.00259399 | ay: -0.0726013 | az: -0.0807495
ax: -0.000854492 | ay: -0.15712 | az: -0.039444
ax: -0.0184631 | ay: -0.109131 | az: -0.0369263
ax: 0.0154266 | ay: -0.0896454 | az: -0.094635
ax: 0.0241089 | ay: -0.0871582 | az: -0.0896149
ax: -0.0179443 | ay: -0.0534821 | az: -0.0405579
ax: 0.0133514 | ay: -0.0363922 | az: -0.0382385
ax: 0.0136261 | ay: -0.0277405 | az: -0.025589
ax: 0.00668335 | ay: -0.0128326 | az: -0.0395355
ax: 0.02948 | ay: 0.00709534 | az: -0.0496368
ax: -0.00944519 | ay: -0.0674438 | az: -0.049118
ax: -0.0477905 | ay: -0.017746 | az: -0.0526581
ax: -0.0944519 | ay: -0.0197144 | az: 0.00335693
ax: -0.0957794 | ay: 0.0120087 | az: 0.0425262
ax: -0.103455 | ay: 0.0292206 | az: -0.0220032
ax: -0.207138 | ay: 0.00764465 | az: 0.0333099
