steps: 277
ax: 0.96904 | ay: 0.968323 | az: -0.100769
ax: -0.320786 | ay: -0.470734 | az: 0.0180359
ax: -0.326294 | ay: -1.16937 | az: -0.407013
ax: -0.263489 | ay: -0.587601 | az: 0.0513763
ax: -0.104462 | ay: -0.462585 | az: 0.0322876
ax: -0.0852356 | ay: -0.238007 | az: -0.108063
ax: -0.0204163 | ay: -0.14035 | az: -0.050293
time: 2
[20210805063440.725]
> sum ax: -11.3632 | sum ay: -8.5376 | sum az: -1.08463
>> avg ax: -0.227265 | avg ay: -0.170752 | avg az: -0.0216925
>>> vx: -1.1136 | vy: -0.836685 | vz: -0.106293
>>> sx: -0.439651 | sy: 0.0844281 | sz: -0.0731808
>>> a: 0.28509
>>> v: 1.39694
>>> s: 0.453626

ax: -0.104965 | ay: -0.0809937 | az: 0.0710144
ax: -0.0604248 | ay: -0.124817 | az: 0.102158
ax: -0.0316772 | ay: -0.122879 | az: -0.0648499
ax: 0.0503998 | ay: -0.13353 | az: -0.142609
ax: 0.0296173 | ay: -0.00482178 | az: 0.0342102
ax: -0.0147705 | ay: -0.0497437 | az: 0.102203
ax: -0.0245972 | ay: -0.107712 | az: 0.0320282
ax: -0.0366821 | ay: -0.118851 | az: -0.0203247
ax: -0.0318451 | ay: -0.105774 | az: 0.0469971
ax: -0.0269012 | ay: -0.103973 | az: 0.0434723
ax: -0.0322876 | ay: -0.116241 | az: 0.00950623
ax: -0.0735474 | ay: -0.0299683 | az: -0.018631
ax: -0.101974 | ay: -0.0398102 | az: -0.0523376
ax: -0.0872955 | ay: 0.00576782 | az: -0.00465393
ax: -0.237183 | ay: 0.0891418 | az: 0.109314
ax: -0.3246 | ay: 0.080246 | az: 0.0682983
ax: -0.362152 | ay: 0.119385 | az: 0.0326538
ax: -0.416 | ay: 0.165588 | az: 0.0745239
ax: -0.485626 | ay: 0.212555 | az: -0.129929
ax: -0.760162 | ay: 0.217468 | az: -0.316269
ax: -1.05646 | ay: 0.618164 | az: -0.372559
ax: -1.07127 | ay: 1.56219 | az: -0.50502
ax: -1.07727 | ay: 0.746536 | az: 0.124634
ax: -0.88382 | ay: 1.28532 | az: -0.462448
ax: -0.564667 | ay: 0.75209 | az: -0.744354
ax: 0.530594 | ay: 0.743301 | az: -0.380219
ax: 0.170502 | ay: -0.496384 | az: -0.344238
ax: 0.241791 | ay: -0.341446 | az: 0.0265656
ax: 0.79126 | ay: 0.566544 | az: 0.0292816
ax: 0.858139 | ay: 0.974045 | az: -0.0411072
ax: 0.796021 | ay: 0.833496 | az: 0.0108185
ax: 0.769302 | ay: 0.698822 | az: 0.052887
ax: 0.697464 | ay: 0.404892 | az: 0.0400391
ax: 0.653671 | ay: 0.241241 | az: 0.0319519
ax: 0.579636 | ay: 0.182922 | az: 0.0226746
ax: 0.516602 | ay: 0.104355 | az: 0.0519714
ax: 0.367142 | ay: 0.154465 | az: 0.136902
ax: 0.0370636 | ay: 0.0892487 | az: 0.170578
ax: -0.261169 | ay: -0.256821 | az: 0.11908
ax: -0.735275 | ay: -0.410843 | az: 0.204391
ax: -1.12091 | ay: -1.04832 | az: 0.0817413
ax: -1.17822 | ay: -1.82904 | az: -0.0311584
ax: -1.22812 | ay: -2.32843 | az: -0.469513
ax: -1.0518 | ay: -2.63226 | az: -0.436234
ax: -1.27367 | ay: -2.6311 | az: 0.635635
ax: -0.704865 | ay: -1.65631 | az: 0.189087
ax: 0.0768433 | ay: 0.444992 | az: -0.443192
ax: -0.319595 | ay: 0.994492 | az: 0.806427
ax: -1.11295 | ay: -1.56195 | az: 0.270889
ax: -0.505127 | ay: -0.643921 | az: 0.0920868
time: 3
[20210805063441.731]
> sum ax: -10.1918 | sum ay: -4.68867 | sum az: -1.15562
>> avg ax: -0.203837 | avg ay: -0.0937735 | avg az: -0.0231125
>>> vx: -0.9988 | vy: -0.45949 | vz: -0.113251
>>> sx: -0.331472 | sy: 0.203518 | sz: -0.113112
>>> a: 0.225559
>>> v: 1.10524
>>> s: 0.405077

steps: 279
ax: -0.409576 | ay: -0.836319 | az: 0.124832
ax: -0.161911 | ay: -0.658875 | az: -0.169418
ax: -0.0186157 | ay: -0.452667 | az: -0.0122833
ax: -0.0705719 | ay: -0.244751 | az: -0.203766
ax: 0.0566711 | ay: -0.0626221 | az: -0.0434418
ax: -0.0825958 | ay: -0.0539856 | az: 0.0215149
ax: -0.0891418 | ay: -0.130508 | az: -0.0437164
ax: -0.022049 | ay: -0.177292 | az: -0.177078
ax: 0.00697327 | ay: -0.00566101 | az: -0.00502014
ax: -0.00787354 | ay: 0.0501556 | az: 0.060791
ax: 0.00151062 | ay: -0.0405579 | az: -0.00650024
ax: 0.00935364 | ay: -0.127884 | az: -0.0533142
ax: -0.0030365 | ay: -0.0502777 | az: -0.0277252
ax: -0.0404205 | ay: -0.0826416 | az: 0.0448914
ax: -0.0330811 | ay: -0.0749817 | az: 0.0446014
ax: -0.0332489 | ay: -0.10965 | az: -0.0062561
ax: -0.101807 | ay: -0.0809174 | az: -0.0328827
ax: -0.127243 | ay: -0.0558014 | az: 0.0158691
ax: -0.103867 | ay: 0.0180054 | az: 0.0203552
ax: -0.210754 | ay: 0.158463 | az: 0.0856781
ax: -0.336884 | ay: 0.119522 | az: -0.0427399
ax: -0.404999 | ay: 0.115234 | az: -0.0234833
ax: -0.462509 | ay: 0.196457 | az: 0.0120239
ax: -0.522141 | ay: 0.271332 | az: -0.109024
ax: -0.719849 | ay: 0.303726 | az: -0.174713
ax: -1.05777 | ay: 0.749481 | az: -0.274246
ax: -1.07111 | ay: 1.93874 | az: -0.363419
ax: -1.07471 | ay: 1.03584 | az: -0.0690613
ax: -1.09636 | ay: 1.15741 | az: -0.676544
ax: -0.384903 | ay: 1.09743 | az: -1.05763
ax: 0.634003 | ay: 0.219086 | az: -0.220886
ax: -0.075882 | ay: -0.498199 | az: -0.134125
ax: 0.290359 | ay: 0.34729 | az: -0.22464
ax: 0.974091 | ay: 1.00838 | az: -0.19545
ax: 0.798782 | ay: 0.812866 | az: 0.0583496
ax: 0.761108 | ay: 0.588425 | az: 0.00914001
ax: 0.798828 | ay: 0.481323 | az: -0.052948
ax: 0.677444 | ay: 0.285095 | az: -0.059494
ax: 0.624115 | ay: 0.236542 | az: 0.0845184
ax: 0.48349 | ay: 0.115204 | az: 0.0864563
ax: 0.324936 | ay: 0.145218 | az: 0.0761261
ax: 0.0250092 | ay: 0.152496 | az: 0.0473175
ax: -0.60788 | ay: -0.389221 | az: 0.173737
ax: -1.05304 | ay: -0.634445 | az: 0.313354
ax: -1.15202 | ay: -1.38864 | az: 0.17569
ax: -1.2104 | ay: -2.13353 | az: 0.284134
ax: -1.2558 | ay: -2.58365 | az: 0.00802612
ax: -1.07368 | ay: -2.64636 | az: 0.0585327
ax: -0.858368 | ay: -2.64258 | az: 0.51091
ax: -1.06888 | ay: -2.28452 | az: -0.148376
time: 4
[20210805063442.732]
> sum ax: -10.5363 | sum ay: -6.84282 | sum az: -2.29134
>> avg ax: -0.210726 | avg ay: -0.136856 | avg az: -0.0458267
>>> vx: -1.03256 | vy: -0.670596 | vz: -0.224551
>>> sx: -0.351061 | sy: 0.0567649 | sz: -0.168566
>>> a: 0.255412
>>> v: 1.25152
>>> s: 0.393549

steps: 280
ax: 0.313171 | ay: -0.250351 | az: -0.251068
ax: -0.555038 | ay: 1.45911 | az: 0.505569
ax: -1.06171 | ay: -1.06294 | az: 0.796524
ax: -0.883408 | ay: -0.950974 | az: -0.206421
ax: -0.407684 | ay: -0.987671 | az: 0.0737305
ax: -0.58931 | ay: -0.651367 | az: -0.072113
ax: 0.104492 | ay: -0.18692 | az: 0.121063
ax: 0.0550537 | ay: -0.258255 | az: -0.236588
ax: 0.0555267 | ay: -0.0717621 | az: 0.0107727
ax: -0.0615234 | ay: -0.111099 | az: 0.0558167
ax: -0.0494232 | ay: -0.122696 | az: 0.00949097
ax: 0.0263672 | ay: -0.0514679 | az: -0.0155792
ax: 0.0078125 | ay: 0.00447083 | az: -0.0907593
ax: 0.0843048 | ay: 0.129364 | az: 0.0588074
ax: 0.0490112 | ay: 0.0191193 | az: -0.0345001
ax: 0.044754 | ay: -0.0838776 | az: -0.0661163
ax: -0.0443573 | ay: -0.082962 | az: -0.00657654
ax: -0.0860901 | ay: -0.054657 | az: 0.0937805
ax: -0.08815 | ay: -0.0362549 | az: 0.0707397
ax: -0.0693207 | ay: -0.0536652 | az: 0.0256348
ax: -0.0739746 | ay: -0.0748444 | az: 0.0225525
ax: -0.130127 | ay: 0.000869751 | az: -0.0514526
ax: -0.181778 | ay: 0.128769 | az: 0.0898285
ax: -0.181808 | ay: 0.0866394 | az: 0.0858765
ax: -0.29039 | ay: 0.121964 | az: 0.0306091
ax: -0.341339 | ay: 0.103134 | az: -0.031601
ax: -0.439285 | ay: 0.216003 | az: 0.0669403
ax: -0.50383 | ay: 0.271378 | az: -0.0344086
ax: -0.713501 | ay: 0.335388 | az: -0.160995
ax: -1.06294 | ay: 0.704773 | az: -0.42421
ax: -1.07686 | ay: 1.77974 | az: -0.634735
ax: -1.09418 | ay: 1.20937 | az: 0.130203
ax: -0.990555 | ay: 0.920212 | az: -0.463562
ax: -0.699387 | ay: 0.741104 | az: -0.600616
ax: 0.546478 | ay: 0.45726 | az: -0.12442
ax: 0.231598 | ay: -0.821686 | az: -0.371796
ax: 0.212692 | ay: 0.453476 | az: 0.0290222
ax: 0.936874 | ay: 0.939972 | az: 0.0961304
ax: 0.717896 | ay: 0.79454 | az: 0.121613
ax: 0.794327 | ay: 0.725037 | az: 0.0733795
ax: 0.766846 | ay: 0.462814 | az: 0.00764465
ax: 0.706787 | ay: 0.273605 | az: -0.0209808
ax: 0.631912 | ay: 0.209244 | az: 0.0442505
ax: 0.563583 | ay: 0.169357 | az: 0.0171661
ax: 0.417084 | ay: 0.137115 | az: 0.0438843
ax: 0.103775 | ay: 0.0740662 | az: 0.022934
ax: -0.336334 | ay: -0.364929 | az: 0.0244598
ax: -0.7444 | ay: -0.464905 | az: 0.207657
ax: -1.11546 | ay: -1.06439 | az: 0.00721741
ax: -1.17308 | ay: -1.98779 | az: -0.125305
time: 5
[20210805063443.730]
> sum ax: -7.6749 | sum ay: 3.13242 | sum az: -1.08051
>> avg ax: -0.153498 | avg ay: 0.0626483 | avg az: -0.0216101
>>> vx: -0.75214 | vy: 0.306977 | vz: -0.10589
>>> sx: -0.483167 | sy: 0.0313983 | sz: 0.00192563
>>> a: 0.167193
>>> v: 0.819245
>>> s: 0.48419

steps: 281
ax: -1.22229 | ay: -2.54907 | az: -0.300766
ax: -0.963074 | ay: -2.63065 | az: -0.265884
ax: -0.933258 | ay: -2.63464 | az: 0.519318
ax: -1.07587 | ay: -2.2177 | az: -0.0590668
ax: -0.279251 | ay: -1.18744 | az: -0.174393
ax: -0.417679 | ay: 1.49776 | az: 0.338852
ax: -0.497803 | ay: 0.452316 | az: 0.68042
ax: -0.940063 | ay: -1.13272 | az: -0.0624695
ax: -0.283646 | ay: -0.592316 | az: -0.142593
ax: -0.160751 | ay: -0.72139 | az: -0.582932
ax: -0.0467072 | ay: -0.508713 | az: 0.0477905
ax: -0.123428 | ay: -0.38089 | az: 0.106094
ax: -0.0242462 | ay: -0.348801 | az: 0.0350037
ax: -0.105621 | ay: -0.0776825 | az: 0.105606
ax: -0.132248 | ay: 0.0783539 | az: 0.0658417
ax: -0.026535 | ay: 0.0139771 | az: -0.0542603
ax: 0.029541 | ay: -0.181625 | az: -0.260361
ax: 0.0569916 | ay: -0.0680542 | az: -0.0853119
ax: 0.00668335 | ay: 0.0686035 | az: 0.0980072
ax: -0.0289459 | ay: 0.0111542 | az: 0.0958099
ax: -0.0196381 | ay: -0.0740967 | az: -0.0581818
ax: -0.00213623 | ay: -0.0679474 | az: -0.0623932
ax: -0.00775146 | ay: -0.0217438 | az: 0.0364532
ax: -0.0200348 | ay: -0.0412292 | az: 0.0613556
ax: -0.0410461 | ay: -0.0825043 | az: 0.038208
ax: -0.0894623 | ay: -0.0580292 | az: -0.0323334
ax: -0.0671387 | ay: -0.00222778 | az: -0.0189362
ax: -0.1436 | ay: 0.129623 | az: 0.039566
ax: -0.215561 | ay: 0.158676 | az: 0.0397949
ax: -0.309326 | ay: 0.219818 | az: 0.0777435
ax: -0.340805 | ay: 0.226944 | az: 0.108414
ax: -0.428452 | ay: 0.157761 | az: 0.0315857
ax: -0.574158 | ay: 0.251694 | az: -0.0964508
ax: -0.938354 | ay: 0.430145 | az: -0.25943
ax: -1.05893 | ay: 0.737473 | az: -0.373962
ax: -1.07198 | ay: 1.88301 | az: -0.550323
ax: -1.07645 | ay: 0.917892 | az: -0.151657
ax: -0.914474 | ay: 0.785187 | az: -0.440659
ax: -0.302765 | ay: 0.827454 | az: -0.726044
ax: 0.70903 | ay: 0.157425 | az: -0.120956
ax: 0.0456696 | ay: -0.635208 | az: -0.277527
ax: 0.229385 | ay: 0.00401306 | az: 0.0637817
ax: 0.855881 | ay: 0.785233 | az: 0.0215149
ax: 0.766861 | ay: 0.886871 | az: -0.0110168
ax: 0.750336 | ay: 0.797852 | az: 0.0448151
ax: 0.768341 | ay: 0.595657 | az: 0.038208
ax: 0.69368 | ay: 0.34166 | az: 0.00691223
ax: 0.611618 | ay: 0.237625 | az: 0.0355988
ax: 0.551453 | ay: 0.138794 | az: 0.0279541
ax: 0.443512 | ay: 0.0747833 | az: 0.0628204
time: 6
[20210805063444.721]
> sum ax: -8.36449 | sum ay: -3.34692 | sum az: -2.34044
>> avg ax: -0.16729 | avg ay: -0.0669385 | avg az: -0.0468088
>>> vx: -0.81972 | vy: -0.327999 | vz: -0.229363
>>> sx: -0.822857 | sy: -0.978817 | sz: -0.0583341
>>> a: 0.186166
>>> v: 0.912212
>>> s: 1.28007

steps: 282
ax: 0.244125 | ay: 0.130341 | az: 0.142548
ax: -0.196426 | ay: -0.210922 | az: -0.0176086
ax: -0.443497 | ay: -0.395706 | az: 0.0770111
ax: -0.995712 | ay: -0.724243 | az: 0.0448608
ax: -1.16785 | ay: -1.49379 | az: -0.12439
ax: -1.22398 | ay: -2.46869 | az: -0.21022
ax: -1.2652 | ay: -2.64407 | az: -0.544128
ax: -1.07994 | ay: -2.6584 | az: -0.0423126
ax: -1.16629 | ay: -2.63373 | az: 0.354294
ax: -0.565994 | ay: -1.18213 | az: -0.0464172
ax: -0.573715 | ay: 1.46747 | az: 0.321487
ax: -0.489822 | ay: 0.15181 | az: 0.67189
ax: -0.823578 | ay: -0.88974 | az: -0.170471
ax: -0.222305 | ay: -0.663773 | az: -0.482712
ax: -0.371628 | ay: -0.866364 | az: -0.350525
ax: -0.0666351 | ay: -0.552811 | az: 0.154343
ax: -0.182297 | ay: -0.461655 | az: -0.0607758
ax: 0.0800781 | ay: -0.0321198 | az: 0.0586395
ax: -0.0864716 | ay: -0.109787 | az: 0.201675
ax: -0.127579 | ay: -0.0249176 | az: -0.0434723
ax: 0.0224762 | ay: -0.0649109 | az: 0.0570068
ax: 0.0307159 | ay: -0.205292 | az: -0.276581
ax: 0.059967 | ay: 0.0884552 | az: -0.0165253
ax: -0.0260162 | ay: 0.167618 | az: 0.137207
ax: 0.0529785 | ay: -0.0848389 | az: -0.0198517
ax: 0.0137939 | ay: -0.122177 | az: -0.0855255
ax: -0.022049 | ay: -0.057251 | az: -0.0257111
ax: -0.0462189 | ay: -0.00257874 | az: 0.0330353
ax: -0.0476837 | ay: -0.0275574 | az: 0.0625458
ax: -0.0568085 | ay: -0.0171661 | az: 0.0150909
ax: -0.0785065 | ay: -0.0214844 | az: -0.0251465
ax: -0.100494 | ay: 0.0200806 | az: -0.0672913
ax: -0.113525 | ay: -0.0496216 | az: -0.0422058
ax: -0.191254 | ay: 0.102463 | az: 0.0644379
ax: -0.262726 | ay: 0.199066 | az: 0.13504
ax: -0.317749 | ay: 0.162827 | az: 0.0575867
ax: -0.430054 | ay: 0.202682 | az: 0.157532
ax: -0.399261 | ay: 0.259216 | az: -0.00769043
ax: -0.62793 | ay: 0.239288 | az: -0.311829
ax: -1.06206 | ay: 0.300339 | az: -0.354828
ax: -1.07744 | ay: 1.5833 | az: -0.769943
ax: -1.09241 | ay: 1.50641 | az: 0.162811
ax: -0.908356 | ay: 0.928833 | az: -0.338318
ax: -0.931503 | ay: 0.752304 | az: -0.56366
ax: 0.0927582 | ay: 0.869354 | az: -0.591446
ax: 0.662598 | ay: -0.567902 | az: -0.248566
ax: 0.292557 | ay: -0.741653 | az: -0.273575
ax: 0.499466 | ay: 0.325653 | az: 0.15863
ax: 0.937119 | ay: 0.832062 | az: -0.123062
ax: 0.82872 | ay: 0.888947 | az: -0.0563202
time: 7
[20210805063445.723]
> sum ax: -15.0236 | sum ay: -8.79677 | sum az: -3.22343
>> avg ax: -0.300472 | avg ay: -0.175935 | avg az: -0.0644687
>>> vx: -1.47231 | vy: -0.862083 | vz: -0.315897
>>> sx: -1.03695 | sy: -1.24743 | sz: -0.0585261
>>> a: 0.354109
>>> v: 1.73513
>>> s: 1.6232

steps: 283
ax: 0.811279 | ay: 0.814606 | az: 0.0123138
ax: 0.764038 | ay: 0.531174 | az: 0.0443573
ax: 0.676849 | ay: 0.388275 | az: 0.0846558
ax: 0.580902 | ay: 0.240646 | az: 0.0681305
ax: 0.473282 | ay: 0.137238 | az: 0.0813751
ax: 0.376816 | ay: 0.129105 | az: 0.149719
ax: 0.0398254 | ay: 0.0420227 | az: 0.153549
ax: -0.216583 | ay: -0.379852 | az: 0.299133
ax: -0.755814 | ay: -0.692566 | az: 0.227921
ax: -1.10345 | ay: -1.00401 | az: 0.192871
ax: -1.15439 | ay: -1.87038 | az: -0.0196381
ax: -1.19629 | ay: -2.37103 | az: -0.379883
ax: -0.965546 | ay: -2.58551 | az: -0.404327
ax: -0.832184 | ay: -2.58334 | az: 0.513168
ax: -1.19553 | ay: -1.87759 | az: 0.05159
ax: 0.456223 | ay: -0.144775 | az: -0.4272
ax: -0.379303 | ay: 1.51859 | az: 0.537277
ax: -0.563019 | ay: 0.133224 | az: 0.559174
ax: -0.775711 | ay: -0.719315 | az: -0.144836
ax: -0.239792 | ay: -0.456375 | az: -0.0669403
ax: -0.35733 | ay: -0.815964 | az: -0.46756
ax: -0.146713 | ay: -0.563049 | az: 0.20546
ax: -0.0944824 | ay: -0.343033 | az: 0.00715637
ax: 0.0356598 | ay: -0.15152 | az: -0.0854797
ax: -0.033905 | ay: -0.0240631 | az: 0.108978
ax: -0.135529 | ay: -0.057251 | az: -0.0378723
ax: 0.0085907 | ay: 0.0131531 | az: 0.0615692
ax: -0.0130768 | ay: -0.114838 | az: -0.171127
ax: 0.0501251 | ay: 0.10817 | az: -0.0730591
ax: -0.00169373 | ay: 0.0839691 | az: 0.0467682
ax: 0.0170441 | ay: 0.0672302 | az: 0.061264
ax: -0.00202942 | ay: -0.0233612 | az: -0.006073
ax: 0.00810242 | ay: -0.0453491 | az: -0.0447235
ax: -0.0147858 | ay: -0.0140839 | az: 0.0465088
ax: -0.0269928 | ay: -0.0200195 | az: 0.0693054
ax: -0.0138245 | ay: 0.00508118 | az: 0.0631409
ax: -0.0223541 | ay: 0.0362701 | az: 0.0238953
ax: -0.0434875 | ay: -0.00334167 | az: 0.00964355
ax: -0.073288 | ay: -0.0231018 | az: -0.021759
ax: -0.0743866 | ay: 0.00558472 | az: 0.0407867
ax: -0.169113 | ay: 0.11763 | az: 0.0797577
ax: -0.257828 | ay: 0.161438 | az: 0.038559
ax: -0.328629 | ay: 0.118546 | az: 0.0240784
ax: -0.363205 | ay: 0.13414 | az: -0.00486755
ax: -0.462784 | ay: 0.206177 | az: -0.0748444
ax: -0.787003 | ay: 0.28334 | az: -0.205887
ax: -1.06757 | ay: 0.42926 | az: -0.309265
ax: -1.08047 | ay: 1.52887 | az: -0.943283
ax: -1.09448 | ay: 1.69336 | az: -0.178955
ax: -0.968979 | ay: 0.88089 | az: -0.0149841
time: 8
[20210805063446.723]
> sum ax: -12.7128 | sum ay: -7.07574 | sum az: -0.220459
>> avg ax: -0.254256 | avg ay: -0.141515 | avg az: -0.00440918
>>> vx: -1.24586 | vy: -0.693423 | vz: -0.021605
>>> sx: -0.409011 | sy: -0.838835 | sz: 0.0987506
>>> a: 0.291019
>>> v: 1.42599
>>> s: 0.938448

steps: 284
ax: -1.04607 | ay: 0.679092 | az: -0.57515
ax: -0.248749 | ay: 1.02023 | az: -0.68042
ax: 0.685791 | ay: -0.52861 | az: -0.13353
ax: 0.29628 | ay: -0.555573 | az: -0.314331
ax: 0.327759 | ay: 0.195114 | az: -0.107422
ax: 0.893188 | ay: 0.751205 | az: -0.101227
ax: 0.819672 | ay: 0.784119 | az: 0.0146484
ax: 0.822922 | ay: 0.770386 | az: -0.0190887
ax: 0.852127 | ay: 0.605988 | az: -0.0781708
ax: 0.749268 | ay: 0.390259 | az: -0.0785522
ax: 0.696869 | ay: 0.306488 | az: 0.00062561
ax: 0.614624 | ay: 0.1492 | az: 0.0224609
ax: 0.534348 | ay: 0.0980377 | az: 0.0258484
ax: 0.374619 | ay: 0.130219 | az: 0.052475
ax: 0.0379486 | ay: -0.172928 | az: 0.0760498
ax: -0.372818 | ay: -0.464828 | az: 0.0308533
ax: -0.847488 | ay: -0.725082 | az: 0.0820923
ax: -1.1212 | ay: -1.35718 | az: 0.060791
ax: -1.16936 | ay: -2.21324 | az: -0.046051
ax: -1.20599 | ay: -2.43422 | az: -0.516922
ax: -1.03152 | ay: -2.57666 | az: -0.158493
ax: -0.77562 | ay: -2.55791 | az: 0.654037
ax: -0.654083 | ay: -1.03172 | az: 0.265442
ax: -0.619476 | ay: 1.53831 | az: -0.151901
ax: -0.502777 | ay: 0.146942 | az: 0.808868
ax: -0.857346 | ay: -0.768234 | az: -0.251663
ax: -0.134338 | ay: -0.39534 | az: -0.193329
ax: -0.244965 | ay: -0.863968 | az: -0.288635
ax: -0.15715 | ay: -0.633224 | az: 0.181305
