steps: 0
ax: -0.08078 | ay: 0.0118713 | az: 0.10965
ax: -0.200439 | ay: 0.0675659 | az: 0.0732117
ax: -0.245239 | ay: 0.10405 | az: 0.0477753
ax: -0.315186 | ay: 0.111435 | az: 0.0987244
ax: -0.387283 | ay: 0.184464 | az: 0.0549622
ax: -0.398834 | ay: 0.18631 | az: -0.0175171
ax: -0.667709 | ay: 0.201996 | az: -0.0337524
ax: -1.08575 | ay: 0.767731 | az: -0.516769
ax: -1.09969 | ay: 1.75531 | az: -0.661545
ax: -1.11703 | ay: 0.742691 | az: 0.248978
ax: -1.02591 | ay: 0.799713 | az: -0.385635
ax: -0.673325 | ay: 0.671173 | az: -0.579208
ax: 0.386887 | ay: 0.561554 | az: -0.474365
ax: -0.24353 | ay: -0.0738068 | az: -0.126465
ax: 0.161942 | ay: 0.0855103 | az: -0.257294
ax: 0.684937 | ay: 1.02702 | az: -0.13533
ax: 0.657639 | ay: 0.925323 | az: -0.0885468
ax: 0.690125 | ay: 0.642731 | az: -0.105865
ax: 0.657532 | ay: 0.530548 | az: -0.1194
ax: 0.619461 | ay: 0.41011 | az: -0.0328522
ax: 0.55423 | ay: 0.288193 | az: -0.0262299
ax: 0.477432 | ay: 0.322128 | az: -0.0219574
ax: 0.367905 | ay: 0.268845 | az: -0.129761
ax: 0.0956268 | ay: 0.223175 | az: -0.0644684
ax: -0.266754 | ay: 0.000213623 | az: 0.0923767
ax: -0.724884 | ay: -0.338562 | az: 0.281601
ax: -1.05956 | ay: -0.888214 | az: 0.220764
time: 4
[20210811070600.208]
> sum ax: -7.65775 | sum ay: 6.58316 | sum az: -0.857635
>> avg ax: -0.153155 | avg ay: 0.131663 | avg az: -0.0171527
>>> vx: -0.750459 | vy: 0.64515 | vz: -0.0840483
>>> sx: -0.494366 | sy: 0.04807 | sz: 0.0530365
>>> a: 0.202696
>>> v: 0.993213
>>> s: 0.499521

ax: -1.11165 | ay: -1.66174 | az: 0.23172
ax: -1.15427 | ay: -1.98161 | az: 0.353516
ax: -1.10982 | ay: -2.00053 | az: 0.229935
ax: -1.06018 | ay: -2.32945 | az: 0.492844
ax: -0.80629 | ay: -2.5052 | az: 1.07214
ax: -0.615524 | ay: -2.06091 | az: 0.645203
ax: -0.418594 | ay: 1.41011 | az: -0.162567
ax: -0.560104 | ay: -0.45137 | az: 0.690735
ax: -0.708633 | ay: -0.769852 | az: -0.117752
ax: -0.382248 | ay: -0.85939 | az: -0.084671
ax: -0.0853729 | ay: -0.509277 | az: 0.134888
ax: -0.152695 | ay: -0.556381 | az: 0.0415497
ax: -0.0322723 | ay: -0.304199 | az: -0.0825195
ax: 0.00717163 | ay: -0.0139465 | az: 0.0283813
ax: -0.0214844 | ay: -0.0194702 | az: 0.130844
ax: -0.0673523 | ay: -0.0578766 | az: 0.122421
ax: -0.0141907 | ay: -0.177582 | az: -0.0486145
ax: -0.00709534 | ay: -0.158524 | az: -0.0652618
ax: -0.0103149 | ay: -0.0497131 | az: 0.047348
ax: -0.0287628 | ay: -0.0489044 | az: 0.127762
ax: -0.0189819 | ay: -0.059082 | az: 0.108871
ax: -0.0308228 | ay: -0.0483246 | az: 0.0153351
ax: -0.0176086 | ay: -0.022049 | az: 0.0261536
ax: -0.0367432 | ay: -0.0425415 | az: 0.0597992
ax: -0.0482941 | ay: -0.059906 | az: 0.0860291
ax: -0.0529175 | ay: -0.0797119 | az: 0.0857086
ax: -0.0591278 | ay: -0.0731354 | az: 0.0636597
ax: -0.125259 | ay: 0.019043 | az: 0.0330353
ax: -0.0960693 | ay: 0.0135345 | az: 0.103531
ax: -0.139404 | ay: 0.0503693 | az: 0.0945282
ax: -0.240677 | ay: 0.0579681 | az: 0.0101013
ax: -0.320023 | ay: 0.0597076 | az: 0.0273438
ax: -0.349579 | ay: 0.136703 | az: 0.122009
ax: -0.375107 | ay: 0.149658 | az: 0.0310822
ax: -0.657364 | ay: 0.0509491 | az: -0.0596771
ax: -1.07034 | ay: 0.416245 | az: -0.325806
ax: -1.08354 | ay: 1.4491 | az: -0.762283
ax: -1.09915 | ay: 1.27948 | az: 0.0688477
ax: -0.884216 | ay: 0.75238 | az: -0.403519
ax: -0.865143 | ay: 0.43541 | az: -0.382965
ax: 0.0131836 | ay: 0.584534 | az: -0.728867
ax: 0.530075 | ay: -0.521851 | az: -0.458954
ax: 0.462906 | ay: -0.141739 | az: -0.26828
ax: 0.535812 | ay: 0.745911 | az: -0.15271
ax: 0.693848 | ay: 0.907013 | az: -0.181137
ax: 0.689606 | ay: 0.726852 | az: -0.199448
ax: 0.674805 | ay: 0.63443 | az: -0.19902
ax: 0.664017 | ay: 0.526108 | az: -0.141083
ax: 0.601318 | ay: 0.392059 | az: -0.133652
ax: 0.536316 | ay: 0.337372 | az: -0.144196
time: 5
[20210811070601.215]
> sum ax: -10.5082 | sum ay: -6.42935 | sum az: 0.182343
>> avg ax: -0.210163 | avg ay: -0.128587 | avg az: 0.00364685
>>> vx: -1.0298 | vy: -0.630076 | vz: 0.0178696
>>> sx: -0.924255 | sy: -1.20278 | sz: 0.291253
>>> a: 0.246407
>>> v: 1.2074
>>> s: 1.54459

ax: 0.48111 | ay: 0.280563 | az: -0.196625
ax: 0.378296 | ay: 0.21283 | az: -0.214874
ax: 0.140488 | ay: 0.113358 | az: -0.202194
ax: -0.114212 | ay: -0.0634003 | az: -0.142487
ax: -0.421295 | ay: -0.266098 | az: -0.140457
ax: -0.870377 | ay: -0.711929 | az: -0.0075531
ax: -1.0957 | ay: -1.29868 | az: 0.003479
ax: -1.14041 | ay: -1.85054 | az: 0.327148
ax: -1.18034 | ay: -2.05139 | az: 0.142502
ax: -1.12648 | ay: -2.1017 | az: 0.27272
ax: -0.797668 | ay: -2.49162 | az: 1.32658
ax: -0.700882 | ay: -1.7648 | az: 0.951965
ax: -0.253326 | ay: 0.755402 | az: 0.562973
ax: -0.519424 | ay: 0.288666 | az: 0.280792
ax: -0.789902 | ay: -1.29684 | az: 0.0884247
ax: -0.338226 | ay: -0.549072 | az: -0.122559
ax: -0.168137 | ay: -0.630432 | az: 0.127884
ax: -0.255722 | ay: -0.508957 | az: 0.127243
ax: -0.0118408 | ay: -0.451004 | az: 0.0312042
ax: -0.0396118 | ay: -0.102966 | az: -0.000106812
ax: -0.0328217 | ay: -0.0153503 | az: 0.161072
ax: -0.0826721 | ay: -0.0809631 | az: 0.130768
ax: 0.000808716 | ay: -0.0417938 | az: -0.0650482
ax: 0.0205841 | ay: -0.0765839 | az: -0.237137
ax: -0.00965881 | ay: -0.0498199 | az: -0.0722046
ax: -0.0382996 | ay: -0.0570374 | az: 0.129913
ax: -0.0698547 | ay: 0.000427246 | az: 0.208771
ax: -0.0408936 | ay: -0.106552 | az: 0.0761871
ax: -0.00474548 | ay: -0.144592 | az: 0.0163422
ax: -0.00369263 | ay: -0.120911 | az: 0.0276794
ax: -0.0320892 | ay: -0.0920105 | az: 0.0654755
ax: -0.0250549 | ay: -0.0478821 | az: 0.102005
ax: -0.0332336 | ay: -0.0475922 | az: 0.0755463
ax: -0.0518494 | ay: -0.0681458 | az: 0.0850525
ax: -0.105804 | ay: -0.0799866 | az: 0.0437927
ax: -0.111893 | ay: -0.068924 | az: 0.0187073
ax: -0.195053 | ay: 0.0363617 | az: 0.0940857
ax: -0.187653 | ay: 0.0484314 | az: 0.0675507
ax: -0.25444 | ay: 0.0583191 | az: 0.0214386
ax: -0.370407 | ay: 0.0600739 | az: 0.0425568
ax: -0.412842 | ay: 0.187881 | az: 0.091217
ax: -0.479523 | ay: 0.173386 | az: -0.0823364
ax: -0.81105 | ay: 0.165497 | az: -0.145477
ax: -1.06699 | ay: 0.433792 | az: -0.398163
ax: -1.08084 | ay: 1.30241 | az: -0.934021
ax: -1.09634 | ay: 1.21211 | az: 0.0571747
ax: -0.864944 | ay: 0.930069 | az: -0.581451
ax: -0.451462 | ay: 0.45668 | az: -0.702896
ax: 0.443039 | ay: 0.553711 | az: -0.564774
ax: -0.313995 | ay: -0.143295 | az: -0.1194
time: 6
[20210811070602.203]
> sum ax: -16.5873 | sum ay: -10.1109 | sum az: 0.828491
>> avg ax: -0.331747 | avg ay: -0.202218 | avg az: 0.0165698
>>> vx: -1.62556 | vy: -0.990868 | vz: 0.0811921
>>> sx: -0.814182 | sy: -1.11925 | sz: 0.240846
>>> a: 0.388874
>>> v: 1.90548
>>> s: 1.40485

ax: 0.314835 | ay: 0.0826263 | az: -0.145111
ax: 0.650864 | ay: 1.01935 | az: -0.176041
ax: 0.673691 | ay: 0.929718 | az: -0.123474
ax: 0.703308 | ay: 0.649704 | az: -0.15889
ax: 0.676346 | ay: 0.531616 | az: -0.116806
ax: 0.638672 | ay: 0.3918 | az: -0.0837402
ax: 0.573669 | ay: 0.312714 | az: -0.0702515
ax: 0.50972 | ay: 0.292877 | az: -0.0370941
ax: 0.38913 | ay: 0.277496 | az: -0.0179901
ax: 0.170029 | ay: 0.174438 | az: 0.00726318
ax: -0.118591 | ay: -0.147415 | az: 0.0272675
ax: -0.421448 | ay: -0.373215 | az: 0.0960388
ax: -0.789444 | ay: -0.638107 | az: 0.206421
ax: -1.10449 | ay: -1.31169 | az: 0.117386
ax: -1.15031 | ay: -1.9567 | az: 0.246689
ax: -1.18851 | ay: -2.17807 | az: 0.380844
ax: -1.21486 | ay: -2.02867 | az: 0.400452
ax: -0.6091 | ay: -2.48749 | az: 0.86235
ax: -0.653961 | ay: -2.03816 | az: 0.879807
ax: -0.29306 | ay: 0.36528 | az: 0.658936
ax: -0.516968 | ay: 0.527283 | az: 0.270676
ax: -0.681091 | ay: -1.07669 | az: 0.405624
ax: -0.303406 | ay: -0.571808 | az: -0.408249
ax: -0.167572 | ay: -0.523407 | az: -0.00305176
ax: -0.0922546 | ay: -0.569077 | az: 0.0682068
ax: -0.076416 | ay: -0.461624 | az: 0.168671
ax: -0.108704 | ay: -0.0937958 | az: 0.089859
ax: -0.0695953 | ay: -0.134079 | az: 0.0609894
ax: -0.0537262 | ay: -0.113632 | az: 0.0845642
ax: -0.0238037 | ay: -0.11441 | az: 0.0210114
ax: -0.0321503 | ay: -0.122665 | az: -0.0232239
ax: -0.003479 | ay: -0.173889 | az: -0.115631
ax: 0.00384521 | ay: -0.0810852 | az: -0.0144348
ax: -0.0096283 | ay: 0.033371 | az: 0.137711
ax: -0.0353394 | ay: 0.00848389 | az: 0.117935
ax: -0.027771 | ay: -0.0480957 | az: 0.0239868
ax: -0.00837708 | ay: -0.0891418 | az: 0.00192261
ax: -0.0115051 | ay: -0.0890045 | az: 0.0487518
ax: -0.0108337 | ay: -0.0899048 | az: 0.0658569
ax: -0.0379181 | ay: -0.0528259 | az: 0.0694733
ax: -0.0767822 | ay: -0.0614471 | az: 0.0553131
ax: -0.0684204 | ay: -0.0570374 | az: 0.0311432
ax: -0.0840302 | ay: -0.0544434 | az: 0.0493774
ax: -0.15506 | ay: 0.00152588 | az: 0.0407715
ax: -0.194 | ay: -0.0333557 | az: 0.00062561
ax: -0.27507 | ay: 0.0979156 | az: 0.0370331
ax: -0.330353 | ay: 0.00692749 | az: 0.119354
ax: -0.358398 | ay: 0.0534363 | az: 0.0737
ax: -0.558273 | ay: 0.110062 | az: -0.0182037
ax: -0.912384 | ay: 0.101059 | az: -0.0874329
time: 7
[20210811070603.202]
> sum ax: -7.52298 | sum ay: -11.8033 | sum az: 4.32639
>> avg ax: -0.15046 | avg ay: -0.236065 | avg az: 0.0865277
>>> vx: -0.737252 | vy: -1.15672 | vz: 0.423986
>>> sx: -0.184838 | sy: -0.632207 | sz: 0.220905
>>> a: 0.293005
>>> v: 1.43572
>>> s: 0.69473

ax: -1.06581 | ay: 0.588943 | az: -0.363464
ax: -1.077 | ay: 1.72163 | az: -0.628693
ax: -1.08943 | ay: 0.966461 | az: 0.0768585
ax: -0.629608 | ay: 0.743668 | az: -0.569122
ax: -0.620865 | ay: 0.440094 | az: -0.449371
ax: 0.286591 | ay: 0.519623 | az: -0.59906
ax: 0.00614929 | ay: -0.0123749 | az: -0.198196
ax: 0.373947 | ay: 0.0808563 | az: -0.362183
ax: 0.544281 | ay: 1.06091 | az: -0.215134
ax: 0.591537 | ay: 0.942032 | az: -0.174469
ax: 0.635422 | ay: 0.643143 | az: -0.191711
ax: 0.624268 | ay: 0.470947 | az: -0.1689
ax: 0.624588 | ay: 0.34935 | az: -0.145569
ax: 0.566086 | ay: 0.313644 | az: -0.106979
ax: 0.499573 | ay: 0.299438 | az: -0.0822906
ax: 0.40332 | ay: 0.283096 | az: -0.0971222
ax: 0.162109 | ay: 0.223801 | az: -0.112686
ax: -0.151398 | ay: -0.0403442 | az: -0.123917
ax: -0.516266 | ay: -0.276154 | az: -0.028183
ax: -0.999176 | ay: -0.765808 | az: 0.0764923
ax: -1.11031 | ay: -1.42365 | az: 0.234192
ax: -1.15567 | ay: -2.26973 | az: 0.352051
ax: -1.19196 | ay: -2.26584 | az: 0.377228
ax: -1.181 | ay: -2.13795 | az: 0.460983
ax: -0.540146 | ay: -2.4774 | az: 1.04793
ax: -0.615112 | ay: -2.03802 | az: 1.00482
ax: -0.279663 | ay: 0.370544 | az: 0.655075
ax: -0.536942 | ay: 0.503937 | az: 0.12767
ax: -0.788635 | ay: -1.19025 | az: 0.242477
ax: -0.401672 | ay: -0.551239 | az: -0.243439
ax: -0.0276794 | ay: -0.463028 | az: 0.0659943
ax: -0.208771 | ay: -0.575241 | az: 0.0817108
ax: -0.0275421 | ay: -0.350052 | az: 0.0565033
ax: -0.0477142 | ay: -0.0864716 | az: 0.0347595
ax: -0.044632 | ay: -0.094986 | az: 0.11377
ax: -0.0562134 | ay: -0.106873 | az: 0.0510101
ax: -0.0275269 | ay: -0.084671 | az: -0.0411987
ax: -0.00759888 | ay: -0.11676 | az: -0.179626
ax: -0.0037384 | ay: 0.00582886 | az: -0.0110168
ax: -0.0370636 | ay: 0.000244141 | az: 0.0995636
ax: -0.0435333 | ay: -0.0319519 | az: 0.125793
ax: -0.0187225 | ay: -0.150681 | az: 0.0470123
ax: -0.0174713 | ay: -0.095932 | az: 0.0379639
ax: -0.0374451 | ay: -0.111633 | az: 0.0918579
ax: -0.0381622 | ay: -0.0567627 | az: 0.11351
ax: -0.0621033 | ay: -0.0747681 | az: 0.0691528
ax: -0.0672607 | ay: -0.0955811 | az: 0.0524445
ax: -0.130936 | ay: -0.0789032 | az: 0.0758057
ax: -0.136871 | ay: 0.0400848 | az: 0.0588837
ax: -0.13446 | ay: -0.00843811 | az: 0.03479
time: 8
[20210811070604.201]
> sum ax: -9.80823 | sum ay: -7.46321 | sum az: 0.773972
>> avg ax: -0.196165 | avg ay: -0.149264 | avg az: 0.0154794
>>> vx: -0.961206 | vy: -0.731394 | vz: 0.0758492
>>> sx: -0.544632 | sy: -0.0240855 | sz: -0.148679
>>> a: 0.246982
>>> v: 1.21021
>>> s: 0.565075

ax: -0.197021 | ay: 0.11319 | az: 0.02948
ax: -0.27829 | ay: 0.105621 | az: 0.0219421
ax: -0.363693 | ay: 0.16655 | az: 0.0871277
ax: -0.474686 | ay: 0.195389 | az: 0.0455322
ax: -0.639053 | ay: 0.174637 | az: -0.0928192
ax: -1.0594 | ay: 0.347458 | az: -0.418976
ax: -1.07301 | ay: 1.1752 | az: -1.09962
ax: -1.08977 | ay: 1.33098 | az: -0.218918
ax: -0.878845 | ay: 0.923386 | az: -0.437302
ax: -0.8284 | ay: 0.578735 | az: -0.33757
ax: 0.033432 | ay: 0.424805 | az: -0.698563
ax: 0.7771 | ay: -0.179474 | az: -0.316315
ax: 0.54155 | ay: -0.371201 | az: -0.352844
ax: 0.522949 | ay: 0.834473 | az: -0.145096
ax: 0.679871 | ay: 1.05547 | az: -0.140091
ax: 0.71489 | ay: 0.754333 | az: -0.164825
ax: 0.671921 | ay: 0.579865 | az: -0.103165
ax: 0.646469 | ay: 0.413528 | az: -0.100311
ax: 0.581131 | ay: 0.27063 | az: -0.0918274
ax: 0.494385 | ay: 0.207214 | az: -0.0799561
ax: 0.398804 | ay: 0.164658 | az: -0.0812683
ax: 0.239685 | ay: 0.132858 | az: -0.0299988
ax: -0.0336304 | ay: -0.0152435 | az: -0.00827026
ax: -0.354248 | ay: -0.28743 | az: 0.0606537
ax: -0.78833 | ay: -0.650711 | az: 0.140732
ax: -1.09042 | ay: -1.14375 | az: 0.154602
ax: -1.13489 | ay: -1.84682 | az: 0.157593
ax: -1.17406 | ay: -2.05591 | az: 0.238098
ax: -1.02072 | ay: -2.26472 | az: 0.336807
ax: -0.739304 | ay: -2.48782 | az: 0.847305
ax: -0.746414 | ay: -1.84993 | az: 0.894119
