ax: 0.103226 | ay: 0.604431 | az: -0.449234
ax: 0.072937 | ay: -0.520874 | az: 0.283951
ax: 0.104019 | ay: -0.411011 | az: 0.199066
ax: 0.139862 | ay: -0.32225 | az: 0.149704
ax: 0.342621 | ay: -0.2565 | az: 0.100861
ax: 0.84613 | ay: -0.288391 | az: 0.182465
ax: 0.851318 | ay: -0.137802 | az: 0.154251
ax: 0.457092 | ay: 0.0523224 | az: 0.0435638
ax: 0.703094 | ay: 0.089798 | az: -0.127502
ax: 0.767929 | ay: 0.103531 | az: -0.224579
ax: 0.836044 | ay: 0.212677 | az: -0.231064
ax: 0.965118 | ay: 0.306458 | az: -0.252853
ax: 0.852097 | ay: 0.367767 | az: -0.273087
ax: 0.61618 | ay: 0.408798 | az: -0.354691
ax: 0.464828 | ay: 0.46524 | az: -0.417801
ax: 0.312607 | ay: 0.548416 | az: -0.436188
ax: 0.222534 | ay: 0.683487 | az: -0.447754
ax: 0.208908 | ay: 0.797028 | az: -0.470657
ax: 0.181747 | ay: 0.804596 | az: -0.460648
ax: 0.13913 | ay: 0.769547 | az: -0.446442
ax: 0.119583 | ay: 0.784546 | az: -0.459137
ax: 0.152359 | ay: 0.812653 | az: -0.512436
ax: 0.197464 | ay: 0.789673 | az: -0.539139
ax: 0.226593 | ay: 0.75351 | az: -0.476135
ax: 0.238159 | ay: 0.766968 | az: -0.372925
ax: 0.237747 | ay: 0.71962 | az: -0.292053
ax: 0.267288 | ay: 0.580963 | az: -0.226669
ax: 0.261948 | ay: 0.481995 | az: -0.162766
ax: 0.26329 | ay: 0.381256 | az: -0.117859
ax: 0.291397 | ay: 0.313644 | az: -0.0682678
ax: 0.560577 | ay: 0.271164 | az: -0.120178
ax: 0.890869 | ay: 0.0930481 | az: -0.129501
ax: 0.589676 | ay: -0.0654755 | az: 0.0154419
ax: 0.434738 | ay: -0.120468 | az: 0.0931396
ax: 0.494507 | ay: -0.234131 | az: 0.152039
ax: 0.503296 | ay: -0.378815 | az: 0.25
ax: 0.582977 | ay: -0.47348 | az: 0.355255
ax: 0.74263 | ay: -0.66568 | az: 0.457794
ax: 0.746536 | ay: -0.950546 | az: 0.487137
ax: 0.472351 | ay: -0.957077 | az: 0.556274
ax: 0.182404 | ay: -0.74678 | az: 0.486938
ax: 0.10321 | ay: -0.513718 | az: 0.44249
ax: 0.0284424 | ay: -0.459 | az: 0.432159
ax: -0.0759583 | ay: -0.433777 | az: 0.423523
ax: -0.143509 | ay: -0.504227 | az: 0.390686
ax: -0.186279 | ay: -0.664902 | az: 0.378616
ax: -0.199219 | ay: -0.831726 | az: 0.436264
ax: -0.187424 | ay: -0.939941 | az: 0.445267
ax: -0.118057 | ay: -0.969833 | az: 0.435532
ax: -0.0553894 | ay: -0.944672 | az: 0.379318
ax: 0.00706482 | ay: -0.832886 | az: 0.381332
3: [20200927202656.231]
> sum ax: 16.7135 | sum ay: -1.26526 | sum az: 0.492737
>> avg ax: 0.334269 | avg ay: -0.0253052 | avg az: 0.00985474
>>> vx: 3.27584 | vy: -0.247991 | vz: 0.0965763
>>> sx: 2.08176 | sy: 0.756727 | sz: -0.514243
>>> a: 0.335371
>>> v: 3.28663
>>> s: 2.27395

ax: 0.110123 | ay: -0.673233 | az: 0.336975
ax: 0.171936 | ay: -0.478622 | az: 0.305069
ax: 0.224091 | ay: -0.328827 | az: 0.248566
ax: 0.239243 | ay: -0.249878 | az: 0.174973
ax: 0.28775 | ay: -0.199432 | az: 0.0788879
ax: 0.323456 | ay: -0.154053 | az: 0.0155792
ax: 0.53299 | ay: -0.138138 | az: -0.0954132
ax: 1.06252 | ay: -0.190781 | az: 0.0344696
ax: 0.812363 | ay: -0.0465546 | az: -0.0140381
ax: 0.673203 | ay: 0.237457 | az: -0.162155
ax: 0.953583 | ay: 0.328033 | az: -0.353973
ax: 0.937714 | ay: 0.406967 | az: -0.404236
ax: 0.932236 | ay: 0.42514 | az: -0.38501
ax: 0.841019 | ay: 0.460098 | az: -0.410187
ax: 0.614288 | ay: 0.517029 | az: -0.473984
ax: 0.442032 | ay: 0.651306 | az: -0.581741
ax: 0.251892 | ay: 0.727386 | az: -0.581451
ax: 0.0860748 | ay: 0.740631 | az: -0.543762
ax: 0.0219879 | ay: 0.771774 | az: -0.493942
ax: 0.0560455 | ay: 0.801498 | az: -0.470917
ax: 0.0977783 | ay: 0.776474 | az: -0.452362
ax: 0.124176 | ay: 0.739197 | az: -0.439148
ax: 0.104172 | ay: 0.761963 | az: -0.413284
ax: 0.0732574 | ay: 0.792999 | az: -0.407837
ax: 0.120117 | ay: 0.770264 | az: -0.360718
ax: 0.168472 | ay: 0.662872 | az: -0.313599
ax: 0.238556 | ay: 0.54953 | az: -0.242554
ax: 0.276123 | ay: 0.446198 | az: -0.176025
ax: 0.325684 | ay: 0.358948 | az: -0.121445
ax: 0.349365 | ay: 0.311066 | az: -0.102982
ax: 0.373245 | ay: 0.25676 | az: -0.0597076
ax: 0.46376 | ay: 0.209183 | az: -0.00938416
ax: 0.747345 | ay: 0.0960388 | az: -0.0126801
ax: 0.932663 | ay: -0.112778 | az: -0.0316925
ax: 0.643173 | ay: -0.267746 | az: 0.0607452
ax: 0.556778 | ay: -0.351212 | az: 0.140152
ax: 0.558411 | ay: -0.448669 | az: 0.213852
ax: 0.471039 | ay: -0.523468 | az: 0.298645
ax: 0.463348 | ay: -0.591705 | az: 0.333359
ax: 0.488953 | ay: -0.744995 | az: 0.33551
ax: 0.352936 | ay: -0.811752 | az: 0.376007
ax: 0.144318 | ay: -0.80275 | az: 0.388519
ax: -0.00228882 | ay: -0.701675 | az: 0.356415
ax: -0.0763092 | ay: -0.62854 | az: 0.337036
ax: -0.0915833 | ay: -0.582703 | az: 0.315781
ax: -0.130661 | ay: -0.582855 | az: 0.317261
ax: -0.126602 | ay: -0.568298 | az: 0.326462
ax: -0.149704 | ay: -0.603455 | az: 0.381409
ax: -0.159241 | ay: -0.624557 | az: 0.442093
ax: -0.153748 | ay: -0.613007 | az: 0.454361
4: [20200927202657.213]
> sum ax: 16.7581 | sum ay: 0.779129 | sum az: -1.8421
>> avg ax: 0.335161 | avg ay: 0.0155826 | avg az: -0.036842
>>> vx: 3.28458 | vy: 0.152709 | vz: -0.361052
>>> sx: 2.05159 | sy: 0.74589 | sz: -0.644917
>>> a: 0.33754
>>> v: 3.30789
>>> s: 2.27625

ax: -0.111069 | ay: -0.611267 | az: 0.435989
ax: -0.0402527 | ay: -0.595047 | az: 0.411407
ax: 0.0205841 | ay: -0.566223 | az: 0.391266
ax: 0.12323 | ay: -0.519943 | az: 0.345932
ax: 0.212784 | ay: -0.45491 | az: 0.293777
ax: 0.308075 | ay: -0.380127 | az: 0.267365
ax: 0.340652 | ay: -0.259644 | az: 0.21698
ax: 0.349228 | ay: -0.168869 | az: 0.144821
ax: 0.332565 | ay: -0.0882416 | az: 0.0593109
ax: 0.428802 | ay: -0.0644226 | az: -0.103546
ax: 0.912003 | ay: -0.0613403 | az: -0.0760803
ax: 0.907242 | ay: -0.0529022 | az: -0.00784302
ax: 0.388062 | ay: 0.214294 | az: -0.0712128
ax: 0.540298 | ay: 0.289078 | az: -0.278534
ax: 0.789322 | ay: 0.272476 | az: -0.400574
ax: 0.824356 | ay: 0.354126 | az: -0.379959
ax: 0.73262 | ay: 0.401093 | az: -0.343079
ax: 0.583557 | ay: 0.42717 | az: -0.40538
ax: 0.402557 | ay: 0.419128 | az: -0.526138
ax: 0.238922 | ay: 0.485718 | az: -0.609528
ax: 0.153732 | ay: 0.558792 | az: -0.589218
ax: 0.106476 | ay: 0.626633 | az: -0.566742
ax: 0.0588531 | ay: 0.619644 | az: -0.508026
ax: 0.0668793 | ay: 0.605423 | az: -0.447784
ax: 0.108841 | ay: 0.5802 | az: -0.396988
ax: 0.121078 | ay: 0.57547 | az: -0.401672
ax: 0.092514 | ay: 0.562744 | az: -0.387787
ax: 0.0944977 | ay: 0.569427 | az: -0.371643
ax: 0.116577 | ay: 0.551773 | az: -0.347794
ax: 0.147217 | ay: 0.536896 | az: -0.297058
ax: 0.172577 | ay: 0.491531 | az: -0.228455
ax: 0.147583 | ay: 0.45163 | az: -0.188278
ax: 0.128082 | ay: 0.414551 | az: -0.133255
ax: 0.124313 | ay: 0.342178 | az: -0.0837402
ax: 0.150375 | ay: 0.296524 | az: -0.0437622
ax: 0.312866 | ay: 0.272125 | az: -0.0549316
ax: 0.693359 | ay: 0.109421 | az: -0.0430908
ax: 0.761139 | ay: -0.101883 | az: 0.072937
ax: 0.579636 | ay: -0.160568 | az: 0.106201
ax: 0.634109 | ay: -0.271805 | az: 0.141052
ax: 0.544052 | ay: -0.373825 | az: 0.188828
ax: 0.40361 | ay: -0.416321 | az: 0.288559
ax: 0.376816 | ay: -0.531601 | az: 0.312073
ax: 0.366943 | ay: -0.633713 | az: 0.290222
ax: 0.217514 | ay: -0.598633 | az: 0.308517
ax: 0.0881958 | ay: -0.489517 | az: 0.286819
ax: 0.0155945 | ay: -0.458191 | az: 0.273865
ax: -0.0369263 | ay: -0.447174 | az: 0.253677
ax: -0.0759888 | ay: -0.45546 | az: 0.24614
ax: -0.0926208 | ay: -0.450729 | az: 0.236496
5: [20200927202658.213]
> sum ax: 14.8614 | sum ay: 1.81569 | sum az: -2.71986
>> avg ax: 0.297229 | avg ay: 0.0363138 | avg az: -0.0543973
>>> vx: 2.91284 | vy: 0.355875 | vz: -0.533093
>>> sx: 1.59645 | sy: 0.295987 | sz: -0.377353
>>> a: 0.30434
>>> v: 2.98253
>>> s: 1.66693

ax: -0.118942 | ay: -0.469025 | az: 0.252274
ax: -0.139618 | ay: -0.494064 | az: 0.294281
ax: -0.133514 | ay: -0.488449 | az: 0.350174
ax: -0.107895 | ay: -0.465225 | az: 0.383484
ax: -0.0934906 | ay: -0.452408 | az: 0.364304
ax: -0.0648193 | ay: -0.426361 | az: 0.323074
ax: -0.0548859 | ay: -0.399139 | az: 0.307465
ax: -0.0278168 | ay: -0.37941 | az: 0.271515
ax: -0.0169678 | ay: -0.346558 | az: 0.234741
ax: 0.00785828 | ay: -0.312881 | az: 0.190948
ax: 0.0396729 | ay: -0.256973 | az: 0.133255
ax: 0.0523376 | ay: -0.196548 | az: 0.114151
ax: 0.101242 | ay: -0.151443 | az: 0.0708466
ax: 0.322189 | ay: -0.135773 | az: 0.013031
ax: 0.61322 | ay: -0.200333 | az: 0.115463
ax: 0.231857 | ay: -0.110794 | az: 0.0996246
ax: 0.160233 | ay: 0.0269318 | az: -0.0402679
ax: 0.418549 | ay: -0.00636292 | az: -0.195709
ax: 0.583008 | ay: 0.0542755 | az: -0.263779
ax: 0.735519 | ay: 0.172806 | az: -0.281586
ax: 0.702682 | ay: 0.264023 | az: -0.313095
ax: 0.526733 | ay: 0.301208 | az: -0.346054
ax: 0.333923 | ay: 0.30484 | az: -0.386887
ax: 0.209641 | ay: 0.34201 | az: -0.400391
ax: 0.140106 | ay: 0.363892 | az: -0.395142
ax: 0.117203 | ay: 0.391022 | az: -0.385193
ax: 0.133087 | ay: 0.415024 | az: -0.388779
ax: 0.0843658 | ay: 0.425735 | az: -0.383698
ax: 0.0794983 | ay: 0.441635 | az: -0.361023
ax: 0.0862274 | ay: 0.459122 | az: -0.382324
ax: 0.109573 | ay: 0.498138 | az: -0.388611
ax: 0.092804 | ay: 0.584427 | az: -0.39859
ax: 0.0558472 | ay: 0.60994 | az: -0.371262
ax: 0.0674286 | ay: 0.574646 | az: -0.322647
ax: 0.079483 | ay: 0.532822 | az: -0.277115
ax: 0.0843506 | ay: 0.48262 | az: -0.230484
ax: 0.103714 | ay: 0.441849 | az: -0.210571
ax: 0.0923004 | ay: 0.389618 | az: -0.168564
ax: 0.0973663 | ay: 0.334442 | az: -0.142563
ax: 0.358368 | ay: 0.269928 | az: -0.178696
ax: 0.639206 | ay: 0.11087 | az: -0.12265
ax: 0.468842 | ay: 0.0247955 | az: -0.0547333
ax: 0.32959 | ay: 0.0019989 | az: 0.023819
ax: 0.300323 | ay: -0.0950775 | az: 0.072937
ax: 0.222656 | ay: -0.175537 | az: 0.154358
ax: 0.200607 | ay: -0.228333 | az: 0.23967
ax: 0.32515 | ay: -0.338409 | az: 0.240463
ax: 0.436447 | ay: -0.491409 | az: 0.240906
ax: 0.38768 | ay: -0.550522 | az: 0.255798
ax: 0.274857 | ay: -0.570801 | az: 0.243713
6: [20200927202659.217]
> sum ax: 9.6478 | sum ay: 1.07678 | sum az: -2.40012
>> avg ax: 0.192956 | avg ay: 0.0215356 | avg az: -0.0480023
>>> vx: 1.89097 | vy: 0.211049 | vz: -0.470423
>>> sx: 0.702487 | sy: -0.249584 | sz: -0.0161509
>>> a: 0.2
>>> v: 1.96
>>> s: 0.745681

ax: 0.150314 | ay: -0.565826 | az: 0.273834
ax: 0.0801239 | ay: -0.541122 | az: 0.29039
ax: 0.0421295 | ay: -0.522705 | az: 0.297211
ax: -0.0242004 | ay: -0.554993 | az: 0.307327
ax: -0.04599 | ay: -0.570663 | az: 0.324875
ax: -0.103271 | ay: -0.551651 | az: 0.369446
ax: -0.126892 | ay: -0.541489 | az: 0.366821
ax: -0.139999 | ay: -0.547577 | az: 0.379456
ax: -0.12175 | ay: -0.522873 | az: 0.377441
ax: -0.0997009 | ay: -0.490387 | az: 0.388779
ax: -0.0901642 | ay: -0.433502 | az: 0.374573
ax: -0.039032 | ay: -0.404953 | az: 0.331207
ax: 0.0370178 | ay: -0.389984 | az: 0.284943
ax: 0.0719604 | ay: -0.359818 | az: 0.255249
ax: 0.104858 | ay: -0.311783 | az: 0.206467
ax: 0.202087 | ay: -0.266342 | az: 0.17691
ax: 0.451462 | ay: -0.230881 | az: 0.0837555
ax: 0.7789 | ay: -0.234131 | az: 0.116913
ax: 0.47728 | ay: -0.126328 | az: 0.0757751
ax: 0.22374 | ay: 0.0846558 | az: 0.0167236
ax: 0.388031 | ay: 0.0823517 | az: -0.196976
ax: 0.49675 | ay: 0.135513 | az: -0.287399
ax: 0.657257 | ay: 0.22673 | az: -0.343826
ax: 0.772812 | ay: 0.264328 | az: -0.381943
ax: 0.713333 | ay: 0.300049 | az: -0.355652
ax: 0.460632 | ay: 0.292114 | az: -0.380539
ax: 0.318695 | ay: 0.346146 | az: -0.44017
ax: 0.190781 | ay: 0.435577 | az: -0.48674
ax: 0.107559 | ay: 0.514648 | az: -0.52243
ax: 0.0163116 | ay: 0.571976 | az: -0.526794
ax: -0.0341492 | ay: 0.613419 | az: -0.504013
ax: 0.00210571 | ay: 0.63208 | az: -0.471313
ax: 0.00856018 | ay: 0.594238 | az: -0.448547
ax: 0.0468597 | ay: 0.542175 | az: -0.426712
ax: 0.0604248 | ay: 0.542679 | az: -0.410446
ax: 0.0841522 | ay: 0.588562 | az: -0.396545
ax: 0.0910187 | ay: 0.581482 | az: -0.357483
ax: 0.109253 | ay: 0.517319 | az: -0.31575
ax: 0.148407 | ay: 0.44046 | az: -0.230576
ax: 0.18367 | ay: 0.358749 | az: -0.180176
ax: 0.190399 | ay: 0.276093 | az: -0.122299
ax: 0.181213 | ay: 0.220154 | az: -0.067627
ax: 0.403488 | ay: 0.165833 | az: -0.0664978
ax: 0.585098 | ay: 0.0554962 | az: -0.0118713
ax: 0.460815 | ay: 0.00260925 | az: 0.0375366
ax: 0.462112 | ay: -0.0406189 | az: 0.0651398
ax: 0.412186 | ay: -0.149124 | az: 0.104279
ax: 0.371643 | ay: -0.267883 | az: 0.174759
ax: 0.405273 | ay: -0.367325 | az: 0.262405
ax: 0.493057 | ay: -0.514008 | az: 0.319595
7: [20200927202700.217]
> sum ax: 10.6166 | sum ay: -0.120529 | sum az: -1.67052
>> avg ax: 0.212332 | avg ay: -0.00241058 | avg az: -0.0334103
>>> vx: 2.08086 | vy: -0.0236239 | vz: -0.327421
>>> sx: 0.772113 | sy: -0.702579 | sz: 0.257895
>>> a: 0.214958
>>> v: 2.10659
>>> s: 1.07531

ax: 0.382614 | ay: -0.59465 | az: 0.351303
ax: 0.200745 | ay: -0.629807 | az: 0.356125
ax: 0.0638123 | ay: -0.585632 | az: 0.34314
ax: 0.0106659 | ay: -0.507614 | az: 0.347626
ax: -0.00741577 | ay: -0.484238 | az: 0.323242
ax: -0.0361633 | ay: -0.490143 | az: 0.298294
ax: -0.0588379 | ay: -0.521255 | az: 0.290436
ax: -0.0909576 | ay: -0.549026 | az: 0.323212
ax: -0.124069 | ay: -0.606995 | az: 0.353638
ax: -0.148483 | ay: -0.603561 | az: 0.381958
ax: -0.158997 | ay: -0.600662 | az: 0.384521
ax: -0.103287 | ay: -0.595764 | az: 0.376312
ax: -0.0494385 | ay: -0.578415 | az: 0.340942
ax: 0.00817871 | ay: -0.533295 | az: 0.295883
ax: 0.0890198 | ay: -0.483078 | az: 0.24263
ax: 0.129135 | ay: -0.412186 | az: 0.183014
ax: 0.129135 | ay: -0.320663 | az: 0.137512
ax: 0.150772 | ay: -0.228149 | az: 0.106628
ax: 0.269501 | ay: -0.176682 | az: 0.0259552
ax: 0.65094 | ay: -0.186966 | az: -0.00404358
ax: 0.749908 | ay: -0.182114 | az: 0.0618591
ax: 0.300934 | ay: 0.0328064 | az: -0.0189209
ax: 0.446335 | ay: 0.131699 | az: -0.210968
ax: 0.709457 | ay: 0.141968 | az: -0.359299
ax: 0.834442 | ay: 0.23761 | az: -0.381485
ax: 0.807419 | ay: 0.289795 | az: -0.333038
ax: 0.617569 | ay: 0.318817 | az: -0.314545
ax: 0.394135 | ay: 0.313843 | az: -0.371902
ax: 0.271408 | ay: 0.362152 | az: -0.448593
ax: 0.122543 | ay: 0.446793 | az: -0.462753
ax: 0.0514221 | ay: 0.566055 | az: -0.467239
ax: 0.0406952 | ay: 0.618958 | az: -0.462372
ax: 0.0515594 | ay: 0.627243 | az: -0.455215
ax: 0.0653687 | ay: 0.624008 | az: -0.471024
ax: 0.0728912 | ay: 0.596985 | az: -0.462387
ax: 0.0665588 | ay: 0.585403 | az: -0.473358
ax: 0.108414 | ay: 0.587402 | az: -0.482498
ax: 0.129745 | ay: 0.582916 | az: -0.423447
ax: 0.135818 | ay: 0.576096 | az: -0.361938
ax: 0.141602 | ay: 0.5121 | az: -0.295929
ax: 0.176666 | ay: 0.417175 | az: -0.246307
ax: 0.168747 | ay: 0.356018 | az: -0.20166
ax: 0.145493 | ay: 0.282379 | az: -0.164139
ax: 0.108871 | ay: 0.207748 | az: -0.133621
ax: 0.253296 | ay: 0.190872 | az: -0.146637
ax: 0.638107 | ay: 0.0407257 | az: -0.11293
ax: 0.661346 | ay: -0.151001 | az: 0.0190277
ax: 0.515976 | ay: -0.192078 | az: 0.101303
ax: 0.517303 | ay: -0.300812 | az: 0.148193
ax: 0.394516 | ay: -0.389313 | az: 0.204834
8: [20200927202701.219]
> sum ax: 11.0054 | sum ay: -1.25653 | sum az: -2.26866
>> avg ax: 0.220108 | avg ay: -0.0251306 | avg az: -0.0453732
>>> vx: 2.15706 | vy: -0.24628 | vz: -0.444658
>>> sx: 0.830353 | sy: -0.994773 | sz: 0.342193
>>> a: 0.226137
>>> v: 2.21614
>>> s: 1.34021

ax: 0.296448 | ay: -0.402481 | az: 0.314209
ax: 0.389862 | ay: -0.417297 | az: 0.359253
ax: 0.430099 | ay: -0.536987 | az: 0.344452
ax: 0.324799 | ay: -0.597778 | az: 0.383926
ax: 0.150513 | ay: -0.581711 | az: 0.40538
ax: 0.0574493 | ay: -0.522461 | az: 0.415771
ax: 0.0211792 | ay: -0.486649 | az: 0.379211
ax: -0.0431519 | ay: -0.504044 | az: 0.350708
ax: -0.0770874 | ay: -0.504593 | az: 0.388229
ax: -0.147354 | ay: -0.570755 | az: 0.416
ax: -0.158737 | ay: -0.646103 | az: 0.414963
ax: -0.137573 | ay: -0.71254 | az: 0.425354
ax: -0.100662 | ay: -0.728516 | az: 0.39595
ax: -0.0246429 | ay: -0.678635 | az: 0.348251
ax: 0.0351105 | ay: -0.592682 | az: 0.351822
ax: 0.0769196 | ay: -0.532562 | az: 0.317047
ax: 0.0939331 | ay: -0.445679 | az: 0.246414
ax: 0.0980225 | ay: -0.340561 | az: 0.213257
ax: 0.109497 | ay: -0.262589 | az: 0.140152
ax: 0.185333 | ay: -0.192307 | az: 0.0996857
ax: 0.296494 | ay: -0.137268 | az: 0.00305176
ax: 0.82872 | ay: -0.181305 | az: 0.0239258
ax: 0.68866 | ay: -0.161057 | az: 0.0471344
ax: 0.232986 | ay: 0.0593719 | az: -0.0898285
ax: 0.57309 | ay: 0.107162 | az: -0.272339
ax: 0.810867 | ay: 0.145081 | az: -0.321732
ax: 0.848404 | ay: 0.24762 | az: -0.306625
ax: 0.804337 | ay: 0.331558 | az: -0.301315
ax: 0.609634 | ay: 0.31749 | az: -0.331985
ax: 0.443466 | ay: 0.291321 | az: -0.415802
ax: 0.276672 | ay: 0.373032 | az: -0.459656
ax: 0.163239 | ay: 0.473648 | az: -0.448318
ax: 0.107559 | ay: 0.515015 | az: -0.47348
ax: 0.0962372 | ay: 0.540527 | az: -0.463425
ax: 0.0719604 | ay: 0.574951 | az: -0.471802
ax: 0.0761414 | ay: 0.631012 | az: -0.450119
ax: 0.0546112 | ay: 0.65683 | az: -0.478912
ax: 0.0441284 | ay: 0.651031 | az: -0.466217
ax: 0.0619354 | ay: 0.650665 | az: -0.451584
