ax: 0.725754 | ay: -0.369949 | az: -0.0581207
ax: -0.119507 | ay: -0.715805 | az: 0.485321
ax: 0.0219116 | ay: -0.670181 | az: 0.427628
ax: 0.106659 | ay: -0.569336 | az: 0.376663
ax: 0.175461 | ay: -0.439865 | az: 0.320633
ax: 0.171982 | ay: -0.378494 | az: 0.223297
ax: 0.169754 | ay: -0.297928 | az: 0.142059
ax: 0.208176 | ay: -0.261185 | az: 0.0991058
ax: 0.275345 | ay: -0.212509 | az: 0.0435333
ax: 0.413696 | ay: -0.158417 | az: -0.0409393
ax: 0.800293 | ay: -0.158615 | az: -0.0789185
ax: 1.10762 | ay: -0.133484 | az: -0.104141
ax: 0.802917 | ay: 0.105484 | az: -0.233948
ax: 0.896561 | ay: 0.247681 | az: -0.342316
ax: 1.12178 | ay: 0.207077 | az: -0.471802
ax: 1.05867 | ay: 0.202774 | az: -0.480148
ax: 0.940155 | ay: 0.264435 | az: -0.422028
ax: 0.714523 | ay: 0.355316 | az: -0.436081
ax: 0.47493 | ay: 0.438736 | az: -0.538773
ax: 0.307678 | ay: 0.514984 | az: -0.643204
ax: 0.188736 | ay: 0.612869 | az: -0.676254
ax: 0.114212 | ay: 0.666382 | az: -0.611511
ax: 0.0918427 | ay: 0.655472 | az: -0.543976
ax: 0.0992889 | ay: 0.665833 | az: -0.503632
ax: 0.106995 | ay: 0.680573 | az: -0.511551
ax: 0.0998535 | ay: 0.643707 | az: -0.562408
ax: 0.0952454 | ay: 0.646606 | az: -0.583435
ax: 0.0677948 | ay: 0.642181 | az: -0.563675
ax: 0.122147 | ay: 0.615372 | az: -0.490448
ax: 0.152679 | ay: 0.607117 | az: -0.391769
ax: 0.19101 | ay: 0.587433 | az: -0.319336
ax: 0.144608 | ay: 0.529236 | az: -0.247467
ax: 0.0858917 | ay: 0.571075 | az: -0.193634
ax: 0.0611267 | ay: 0.499405 | az: -0.162567
ax: 0.172867 | ay: 0.317673 | az: -0.120193
ax: 0.45607 | ay: 0.0853271 | az: -0.145187
ax: 1.00615 | ay: -0.14917 | az: -0.283173
ax: 1.02759 | ay: -0.381073 | az: -0.239105
ax: 1.0237 | ay: -0.534256 | az: 0.0379944
ax: 0.849487 | ay: -0.627975 | az: 0.319824
ax: 0.681122 | ay: -0.677185 | az: 0.539627
ax: 0.644806 | ay: -0.633331 | az: 0.625092
ax: 0.541306 | ay: -0.557922 | az: 0.538864
ax: 0.407822 | ay: -0.679138 | az: 0.425476
ax: 0.344833 | ay: -0.658295 | az: 0.449982
ax: 0.226028 | ay: -0.519119 | az: 0.473541
ax: 0.119049 | ay: -0.583359 | az: 0.463013
ax: 0.0675812 | ay: -0.626465 | az: 0.47934
ax: -0.0175781 | ay: -0.568695 | az: 0.545319
ax: -0.120163 | ay: -0.548447 | az: 0.58252
2: [20200927202525.395]
> sum ax: 18.4891 | sum ay: -1.1113 | sum az: -2.78993
>> avg ax: 0.369782 | avg ay: -0.022226 | avg az: -0.0557986
>>> vx: 3.62386 | vy: -0.217814 | vz: -0.546827
>>> sx: 1.83297 | sy: 0.0628132 | sz: -0.547866
>>> a: 0.374628
>>> v: 3.67135
>>> s: 1.91413

ax: -0.188232 | ay: -0.57048 | az: 0.605637
ax: -0.229935 | ay: -0.640411 | az: 0.619766
ax: -0.204178 | ay: -0.672256 | az: 0.581482
ax: -0.133331 | ay: -0.668732 | az: 0.54689
ax: -0.0562134 | ay: -0.640732 | az: 0.474838
ax: 0.0178833 | ay: -0.564316 | az: 0.386551
ax: 0.0586243 | ay: -0.479523 | az: 0.343506
ax: 0.113724 | ay: -0.370483 | az: 0.292633
ax: 0.151901 | ay: -0.288971 | az: 0.247299
ax: 0.179459 | ay: -0.235458 | az: 0.156586
ax: 0.218292 | ay: -0.191544 | az: 0.0759888
ax: 0.252365 | ay: -0.170547 | az: -0.00396729
ax: 0.388947 | ay: -0.140808 | az: -0.0804901
ax: 0.724564 | ay: -0.120911 | az: -0.110992
ax: 1.10239 | ay: -0.112167 | az: -0.139435
ax: 0.897156 | ay: 0.0794067 | az: -0.212708
ax: 0.54689 | ay: 0.220688 | az: -0.336792
ax: 0.778137 | ay: 0.252991 | az: -0.516327
ax: 1.02156 | ay: 0.322464 | az: -0.588715
ax: 1.12244 | ay: 0.389023 | az: -0.550552
ax: 0.988358 | ay: 0.416336 | az: -0.521439
ax: 0.663849 | ay: 0.400024 | az: -0.490417
ax: 0.430023 | ay: 0.426376 | az: -0.537613
ax: 0.252487 | ay: 0.480423 | az: -0.58905
ax: 0.126144 | ay: 0.616287 | az: -0.593521
ax: 0.0223236 | ay: 0.723648 | az: -0.554886
ax: -0.0530243 | ay: 0.73407 | az: -0.486847
ax: -0.0526581 | ay: 0.70549 | az: -0.437317
ax: -0.00636292 | ay: 0.645065 | az: -0.382187
ax: 0.0190582 | ay: 0.582443 | az: -0.38446
ax: 0.0521393 | ay: 0.583694 | az: -0.398575
ax: 0.0533905 | ay: 0.586609 | az: -0.384979
ax: 0.0523834 | ay: 0.566986 | az: -0.372787
ax: 0.042511 | ay: 0.534042 | az: -0.325043
ax: 0.0899353 | ay: 0.472885 | az: -0.267838
ax: 0.121384 | ay: 0.395081 | az: -0.202927
ax: 0.141312 | ay: 0.296783 | az: -0.143753
ax: 0.158493 | ay: 0.205139 | az: -0.0526428
ax: 0.253922 | ay: 0.107193 | az: -0.00537109
ax: 0.329865 | ay: 0.0131378 | az: 0.0170441
ax: 0.462906 | ay: -0.0731506 | az: 0.0197449
ax: 0.906677 | ay: -0.211761 | az: -0.0620422
ax: 1.01407 | ay: -0.460831 | az: 0.0399933
ax: 0.666 | ay: -0.594009 | az: 0.125824
ax: 0.572647 | ay: -0.590408 | az: 0.284576
ax: 0.480331 | ay: -0.602676 | az: 0.388702
ax: 0.308884 | ay: -0.556396 | az: 0.46344
ax: 0.334885 | ay: -0.505112 | az: 0.450562
ax: 0.320648 | ay: -0.564987 | az: 0.350967
ax: 0.272537 | ay: -0.577209 | az: 0.356018
3: [20200927202526.395]
> sum ax: 15.7876 | sum ay: 0.152405 | sum az: -2.90562
>> avg ax: 0.315751 | avg ay: 0.0030481 | avg az: -0.0581125
>>> vx: 3.09436 | vy: 0.0298713 | vz: -0.569502
>>> sx: 1.36147 | sy: -0.15567 | sz: -0.157411
>>> a: 0.321069
>>> v: 3.14647
>>> s: 1.37936

ax: 0.161926 | ay: -0.498978 | az: 0.374786
ax: 0.0144348 | ay: -0.431625 | az: 0.353149
ax: -0.0584412 | ay: -0.432724 | az: 0.31691
ax: -0.116302 | ay: -0.414337 | az: 0.279053
ax: -0.168442 | ay: -0.362152 | az: 0.263565
ax: -0.226776 | ay: -0.351257 | az: 0.256729
ax: -0.248627 | ay: -0.373505 | az: 0.268539
ax: -0.259384 | ay: -0.40744 | az: 0.339172
ax: -0.279358 | ay: -0.446579 | az: 0.392441
ax: -0.22612 | ay: -0.452591 | az: 0.411758
ax: -0.149246 | ay: -0.427734 | az: 0.366379
ax: -0.0937805 | ay: -0.367828 | az: 0.247589
ax: -0.0174255 | ay: -0.364609 | az: 0.186584
ax: 0.0789642 | ay: -0.386322 | az: 0.192352
ax: 0.179642 | ay: -0.388367 | az: 0.160767
ax: 0.265427 | ay: -0.353653 | az: 0.0939941
ax: 0.312988 | ay: -0.286697 | az: 0.043457
ax: 0.293076 | ay: -0.180511 | az: -0.0201416
ax: 0.304001 | ay: -0.0931854 | az: -0.0208435
ax: 0.32959 | ay: -0.0570679 | az: -0.0557251
ax: 0.506699 | ay: -0.08078 | az: -0.106171
ax: 0.946533 | ay: -0.0520782 | az: -0.0845642
ax: 0.715958 | ay: 0.0299835 | az: -0.164352
ax: 0.345932 | ay: 0.282455 | az: -0.244843
ax: 0.582748 | ay: 0.266632 | az: -0.347214
ax: 0.72702 | ay: 0.214813 | az: -0.430695
ax: 0.706039 | ay: 0.278839 | az: -0.409271
ax: 0.655045 | ay: 0.305832 | az: -0.399231
ax: 0.517334 | ay: 0.321091 | az: -0.425613
ax: 0.359772 | ay: 0.374924 | az: -0.510895
ax: 0.215317 | ay: 0.423431 | az: -0.554199
ax: 0.0978088 | ay: 0.46701 | az: -0.551605
ax: -0.00198364 | ay: 0.514313 | az: -0.531982
ax: -0.0249786 | ay: 0.518387 | az: -0.464142
ax: 0.0202332 | ay: 0.46666 | az: -0.439911
ax: 0.0632019 | ay: 0.436783 | az: -0.42659
ax: 0.0974579 | ay: 0.453003 | az: -0.432068
ax: 0.116425 | ay: 0.453186 | az: -0.462051
ax: 0.095993 | ay: 0.475662 | az: -0.491745
ax: 0.0801697 | ay: 0.495041 | az: -0.451874
ax: 0.0669861 | ay: 0.474503 | az: -0.402847
ax: 0.0963593 | ay: 0.415466 | az: -0.339844
ax: 0.142929 | ay: 0.332779 | az: -0.255264
ax: 0.131912 | ay: 0.254059 | az: -0.175262
ax: 0.125 | ay: 0.188965 | az: -0.0943298
ax: 0.144089 | ay: 0.137482 | az: -0.0450287
ax: 0.202606 | ay: 0.0624847 | az: -0.0288239
ax: 0.484207 | ay: 0.0139465 | az: -0.10704
ax: 0.993118 | ay: -0.169983 | az: -0.145706
ax: 0.851562 | ay: -0.446045 | az: -0.00811768
4: [20200927202527.418]
> sum ax: 10.1576 | sum ay: 0.83168 | sum az: -5.08076
>> avg ax: 0.203153 | avg ay: 0.0166336 | avg az: -0.101615
>>> vx: 1.9909 | vy: 0.163009 | vz: -0.99583
>>> sx: 0.652698 | sy: -0.642591 | sz: 0.12076
>>> a: 0.227757
>>> v: 2.23202
>>> s: 0.923861

ax: 0.384384 | ay: -0.527298 | az: 0.145798
ax: 0.307678 | ay: -0.588837 | az: 0.281265
ax: 0.33168 | ay: -0.696259 | az: 0.420822
ax: 0.297073 | ay: -0.643784 | az: 0.479233
ax: 0.378693 | ay: -0.599976 | az: 0.433945
ax: 0.560318 | ay: -0.715378 | az: 0.344116
ax: 0.493408 | ay: -0.649811 | az: 0.384323
ax: 0.248062 | ay: -0.478851 | az: 0.397873
ax: 0.049408 | ay: -0.415222 | az: 0.358871
ax: -0.0736694 | ay: -0.480118 | az: 0.288025
ax: -0.136368 | ay: -0.415497 | az: 0.309067
ax: -0.176361 | ay: -0.394897 | az: 0.309113
ax: -0.219635 | ay: -0.460358 | az: 0.308624
ax: -0.250412 | ay: -0.537247 | az: 0.381668
ax: -0.271332 | ay: -0.606812 | az: 0.446747
ax: -0.246902 | ay: -0.595535 | az: 0.479309
ax: -0.210373 | ay: -0.532867 | az: 0.446579
ax: -0.126999 | ay: -0.490952 | az: 0.385986
ax: -0.0148773 | ay: -0.422119 | az: 0.33873
ax: 0.0791321 | ay: -0.374481 | az: 0.303741
ax: 0.207153 | ay: -0.346695 | az: 0.243668
ax: 0.294495 | ay: -0.289108 | az: 0.170044
ax: 0.319565 | ay: -0.206039 | az: 0.0723572
ax: 0.29335 | ay: -0.14032 | az: -0.00556946
ax: 0.302292 | ay: -0.063797 | az: -0.0959015
ax: 0.321625 | ay: -0.0286102 | az: -0.206573
ax: 0.709946 | ay: -0.0812531 | az: -0.234314
ax: 1.10167 | ay: -0.114014 | az: -0.106232
ax: 0.548706 | ay: 0.105835 | az: -0.172028
ax: 0.382767 | ay: 0.286209 | az: -0.356796
ax: 0.749405 | ay: 0.19606 | az: -0.517838
ax: 0.841476 | ay: 0.186356 | az: -0.468201
ax: 0.86084 | ay: 0.263428 | az: -0.372269
ax: 0.733063 | ay: 0.313858 | az: -0.422638
ax: 0.50415 | ay: 0.323685 | az: -0.514175
ax: 0.345093 | ay: 0.340363 | az: -0.596436
ax: 0.237671 | ay: 0.412827 | az: -0.635345
ax: 0.104492 | ay: 0.522491 | az: -0.603439
ax: 0.0170898 | ay: 0.599243 | az: -0.545486
ax: 0.0166321 | ay: 0.604645 | az: -0.489578
ax: 0.00556946 | ay: 0.592728 | az: -0.453613
ax: -0.00401306 | ay: 0.626663 | az: -0.450455
ax: 0.000198364 | ay: 0.625778 | az: -0.500595
ax: -0.026062 | ay: 0.660645 | az: -0.560593
ax: -0.0186615 | ay: 0.653091 | az: -0.574417
ax: 0.0442963 | ay: 0.591263 | az: -0.499603
ax: 0.102539 | ay: 0.515503 | az: -0.419327
ax: 0.157516 | ay: 0.426773 | az: -0.36145
ax: 0.166229 | ay: 0.329697 | az: -0.314896
ax: 0.176086 | ay: 0.200073 | az: -0.250198
5: [20200927202528.398]
> sum ax: 10.8981 | sum ay: -2.51892 | sum az: -2.99806
>> avg ax: 0.217962 | avg ay: -0.0503784 | avg az: -0.0599612
>>> vx: 2.13603 | vy: -0.493708 | vz: -0.58762
>>> sx: 1.05496 | sy: -1.47764 | sz: 0.680012
>>> a: 0.231605
>>> v: 2.26972
>>> s: 1.93876

ax: 0.230164 | ay: 0.0894165 | az: -0.190201
ax: 0.309784 | ay: -0.00749207 | az: -0.0861969
ax: 0.393997 | ay: -0.0884857 | az: -0.0397797
ax: 0.802551 | ay: -0.142166 | az: -0.0829926
ax: 1.0175 | ay: -0.418976 | az: 0.0179749
ax: 0.667755 | ay: -0.560593 | az: 0.132401
ax: 0.615219 | ay: -0.579803 | az: 0.226669
ax: 0.650925 | ay: -0.673355 | az: 0.449692
ax: 0.467072 | ay: -0.645493 | az: 0.594223
ax: 0.340302 | ay: -0.447205 | az: 0.634338
ax: 0.338013 | ay: -0.417206 | az: 0.501633
ax: 0.328049 | ay: -0.463623 | az: 0.43129
ax: 0.243546 | ay: -0.383179 | az: 0.479645
ax: 0.109055 | ay: -0.395233 | az: 0.465378
ax: 0.00827026 | ay: -0.442841 | az: 0.442657
ax: -0.050827 | ay: -0.469086 | az: 0.41153
ax: -0.105743 | ay: -0.46814 | az: 0.419556
ax: -0.166168 | ay: -0.465317 | az: 0.470749
ax: -0.229538 | ay: -0.440369 | az: 0.487015
ax: -0.290359 | ay: -0.465683 | az: 0.495148
ax: -0.2995 | ay: -0.487671 | az: 0.445618
ax: -0.240784 | ay: -0.483078 | az: 0.438614
ax: -0.126511 | ay: -0.436859 | az: 0.446686
ax: -0.0259247 | ay: -0.414078 | az: 0.373123
ax: 0.109909 | ay: -0.419815 | az: 0.335159
ax: 0.201508 | ay: -0.374527 | az: 0.272919
ax: 0.252289 | ay: -0.313202 | az: 0.182068
ax: 0.258499 | ay: -0.212189 | az: 0.0805664
ax: 0.257797 | ay: -0.118378 | az: -0.0109253
ax: 0.327881 | ay: -0.0599213 | az: -0.0729675
ax: 0.355042 | ay: -0.0260315 | az: -0.179138
ax: 0.68869 | ay: -0.0391235 | az: -0.249359
ax: 1.10361 | ay: -0.0644073 | az: -0.227158
ax: 0.842194 | ay: 0.106598 | az: -0.26973
ax: 0.377365 | ay: 0.257614 | az: -0.322006
ax: 0.544693 | ay: 0.265396 | az: -0.54039
ax: 0.800385 | ay: 0.340454 | az: -0.63324
ax: 0.872299 | ay: 0.335098 | az: -0.57753
ax: 0.768356 | ay: 0.305557 | az: -0.517288
ax: 0.53688 | ay: 0.390366 | az: -0.51738
ax: 0.372223 | ay: 0.366486 | az: -0.580673
ax: 0.22905 | ay: 0.422913 | az: -0.617554
ax: 0.0876923 | ay: 0.579224 | az: -0.588516
ax: -0.0131836 | ay: 0.654114 | az: -0.547363
ax: -0.0777893 | ay: 0.680832 | az: -0.460922
ax: -0.0812988 | ay: 0.671661 | az: -0.402161
ax: -0.0424805 | ay: 0.645676 | az: -0.371567
ax: -0.0360565 | ay: 0.615982 | az: -0.385361
ax: -0.00180054 | ay: 0.58667 | az: -0.398087
ax: 0.0579071 | ay: 0.577362 | az: -0.395523
6: [20200927202529.386]
> sum ax: 13.7785 | sum ay: -3.5321 | sum az: -0.0293579
>> avg ax: 0.27557 | avg ay: -0.0706421 | avg az: -0.000587158
>>> vx: 2.70059 | vy: -0.692292 | vz: -0.00575389
>>> sx: 1.51032 | sy: -1.33695 | sz: 0.833149
>>> a: 0.284481
>>> v: 2.78792
>>> s: 2.18235

ax: 0.108093 | ay: 0.598099 | az: -0.367844
ax: 0.136551 | ay: 0.567047 | az: -0.31604
ax: 0.151871 | ay: 0.432449 | az: -0.237946
ax: 0.219299 | ay: 0.281723 | az: -0.141922
ax: 0.344772 | ay: 0.154617 | az: -0.0818024
ax: 0.453842 | ay: 0.0393982 | az: -0.0412292
ax: 0.521866 | ay: -0.047287 | az: -0.0526581
ax: 0.491745 | ay: -0.148926 | az: -0.00402832
ax: 0.649033 | ay: -0.22261 | az: -0.0122223
ax: 1.01906 | ay: -0.339767 | az: -0.00593567
ax: 0.946579 | ay: -0.594223 | az: 0.153168
ax: 0.375061 | ay: -0.613815 | az: 0.244507
ax: 0.184067 | ay: -0.562515 | az: 0.323029
ax: 0.202988 | ay: -0.59491 | az: 0.393646
ax: 0.268051 | ay: -0.581482 | az: 0.492157
ax: 0.38562 | ay: -0.576797 | az: 0.481689
ax: 0.403641 | ay: -0.647644 | az: 0.411163
ax: 0.261536 | ay: -0.603943 | az: 0.411545
ax: 0.105606 | ay: -0.507553 | az: 0.410629
ax: -0.041687 | ay: -0.443527 | az: 0.391953
ax: -0.113068 | ay: -0.442383 | az: 0.395767
ax: -0.143311 | ay: -0.469421 | az: 0.370346
ax: -0.191849 | ay: -0.505692 | az: 0.374207
ax: -0.239838 | ay: -0.577545 | az: 0.431732
ax: -0.247101 | ay: -0.636978 | az: 0.455124
ax: -0.194855 | ay: -0.649124 | az: 0.439301
ax: -0.109619 | ay: -0.605042 | az: 0.399963
ax: -0.0162964 | ay: -0.529633 | az: 0.305038
ax: 0.065033 | ay: -0.445312 | az: 0.251038
ax: 0.116989 | ay: -0.362885 | az: 0.22644
ax: 0.170258 | ay: -0.28981 | az: 0.19101
ax: 0.216446 | ay: -0.207962 | az: 0.131699
ax: 0.262177 | ay: -0.137878 | az: 0.0563965
ax: 0.273758 | ay: -0.0477142 | az: -0.0266571
ax: 0.300461 | ay: -0.0192719 | az: -0.165588
ax: 0.556671 | ay: -0.0078125 | az: -0.283066
ax: 0.931885 | ay: -0.08992 | az: -0.18071
ax: 0.701172 | ay: -0.0204315 | az: -0.168182
ax: 0.415192 | ay: 0.221207 | az: -0.278366
ax: 0.651886 | ay: 0.194031 | az: -0.535706
ax: 0.769989 | ay: 0.243439 | az: -0.593658
ax: 0.730835 | ay: 0.336365 | az: -0.515945
ax: 0.645065 | ay: 0.381119 | az: -0.493851
ax: 0.572983 | ay: 0.345703 | az: -0.517899
ax: 0.448639 | ay: 0.331085 | az: -0.558975
ax: 0.312653 | ay: 0.372253 | az: -0.5896
ax: 0.211975 | ay: 0.463882 | az: -0.614319
ax: 0.123093 | ay: 0.543686 | az: -0.612701
ax: 0.027359 | ay: 0.58519 | az: -0.569138
ax: -0.00801086 | ay: 0.65097 | az: -0.506912
7: [20200927202530.388]
> sum ax: 14.4282 | sum ay: -5.78755 | sum az: -0.731354
>> avg ax: 0.288563 | avg ay: -0.115751 | avg az: -0.0146271
>>> vx: 2.82792 | vy: -1.13436 | vz: -0.143345
>>> sx: 1.40033 | sy: -1.01532 | sz: 0.467236
>>> a: 0.311257
>>> v: 3.05032
>>> s: 1.79168

ax: -0.0617523 | ay: 0.690933 | az: -0.485291
ax: -0.0322876 | ay: 0.60585 | az: -0.452377
ax: -0.0043335 | ay: 0.52951 | az: -0.45047
ax: 0.0280609 | ay: 0.55687 | az: -0.448318
ax: 0.0444489 | ay: 0.586472 | az: -0.396576
ax: 0.0406494 | ay: 0.653107 | az: -0.345306
ax: 0.0926514 | ay: 0.616867 | az: -0.257553
ax: 0.136932 | ay: 0.508484 | az: -0.207733
ax: 0.20401 | ay: 0.358063 | az: -0.167038
ax: 0.285629 | ay: 0.14357 | az: -0.0939178
ax: 0.399521 | ay: -0.0371246 | az: -0.0550995
ax: 0.81813 | ay: -0.278641 | az: -0.126068
ax: 1.0192 | ay: -0.480789 | az: -0.0931396
ax: 0.85611 | ay: -0.593521 | az: 0.0322266
ax: 0.456329 | ay: -0.519257 | az: 0.166687
ax: 0.545609 | ay: -0.523849 | az: 0.285889
ax: 0.493759 | ay: -0.529953 | az: 0.393951
ax: 0.509277 | ay: -0.501663 | az: 0.514343
ax: 0.552216 | ay: -0.524857 | az: 0.4944
ax: 0.409607 | ay: -0.568161 | az: 0.433411
ax: 0.196213 | ay: -0.487595 | az: 0.483078
ax: 0.0444946 | ay: -0.422913 | az: 0.512558
ax: -0.0236816 | ay: -0.387665 | az: 0.467163
ax: -0.104019 | ay: -0.372726 | az: 0.431946
ax: -0.13591 | ay: -0.413208 | az: 0.402435
ax: -0.152435 | ay: -0.552261 | az: 0.436554
ax: -0.181702 | ay: -0.637024 | az: 0.504929
ax: -0.17572 | ay: -0.672668 | az: 0.547058
ax: -0.118683 | ay: -0.644638 | az: 0.553726
ax: -0.0814819 | ay: -0.571701 | az: 0.482315
ax: -0.0127411 | ay: -0.521271 | az: 0.425674
ax: 0.0398102 | ay: -0.440216 | az: 0.356659
ax: 0.0756073 | ay: -0.384155 | az: 0.301651
ax: 0.096283 | ay: -0.329437 | az: 0.21315
ax: 0.110168 | ay: -0.26387 | az: 0.147308
ax: 0.115631 | ay: -0.192917 | az: 0.0911102
ax: 0.152435 | ay: -0.137009 | az: 0.0223541
ax: 0.168274 | ay: -0.0878143 | az: -0.088623
ax: 0.302032 | ay: -0.0624542 | az: -0.209793
ax: 0.722794 | ay: -0.110626 | az: -0.229614
ax: 1.02153 | ay: -0.102768 | az: -0.157379
ax: 0.478561 | ay: 0.0865631 | az: -0.179291
ax: 0.441605 | ay: 0.216843 | az: -0.318924
ax: 0.821838 | ay: 0.176514 | az: -0.531189
ax: 0.915192 | ay: 0.192154 | az: -0.553757
ax: 0.846909 | ay: 0.251221 | az: -0.522812
ax: 0.637558 | ay: 0.300705 | az: -0.500824
ax: 0.430389 | ay: 0.313446 | az: -0.531769
ax: 0.295059 | ay: 0.350952 | az: -0.581772
ax: 0.150162 | ay: 0.442505 | az: -0.548035
8: [20200927202531.388]
> sum ax: 13.8699 | sum ay: -4.77213 | sum az: 0.167908
>> avg ax: 0.277399 | avg ay: -0.0954425 | avg az: 0.00335815
>>> vx: 2.71851 | vy: -0.935337 | vz: 0.03291
>>> sx: 1.1485 | sy: -0.31676 | sz: 0.141493
>>> a: 0.293378
>>> v: 2.8751
>>> s: 1.19975

ax: 0.0756073 | ay: 0.528198 | az: -0.507523
ax: 0.0650024 | ay: 0.580414 | az: -0.482697
ax: 0.0844116 | ay: 0.650879 | az: -0.483704
ax: 0.0536652 | ay: 0.680237 | az: -0.474213
ax: -0.00605774 | ay: 0.660416 | az: -0.444305
ax: -0.0260468 | ay: 0.651947 | az: -0.425842
ax: 0.0189972 | ay: 0.656189 | az: -0.415863
ax: 0.0641022 | ay: 0.711334 | az: -0.393967
ax: 0.0967865 | ay: 0.66333 | az: -0.343262
ax: 0.126541 | ay: 0.516586 | az: -0.300201
ax: 0.140488 | ay: 0.390762 | az: -0.230545
ax: 0.173904 | ay: 0.265686 | az: -0.165009
ax: 0.224686 | ay: 0.160126 | az: -0.103912
ax: 0.277618 | ay: 0.0700684 | az: -0.0254517
ax: 0.551575 | ay: 0.0361328 | az: -0.053009
ax: 0.729553 | ay: -0.0905609 | az: -0.105286
ax: 0.646851 | ay: -0.271835 | az: -0.00891113
ax: 0.628647 | ay: -0.394058 | az: 0.12413
ax: 0.576599 | ay: -0.515854 | az: 0.221786
ax: 0.544022 | ay: -0.586502 | az: 0.324966
ax: 0.580063 | ay: -0.642776 | az: 0.378113
ax: 0.607727 | ay: -0.740631 | az: 0.404755
ax: 0.48111 | ay: -0.773666 | az: 0.361526
ax: 0.321609 | ay: -0.76239 | az: 0.354385
ax: 0.186554 | ay: -0.695847 | az: 0.383041
ax: 0.10054 | ay: -0.640427 | az: 0.365158
ax: 0.0291901 | ay: -0.604691 | az: 0.3526
ax: -0.0355682 | ay: -0.615891 | az: 0.364273
ax: -0.0680542 | ay: -0.614059 | az: 0.384964
ax: -0.134766 | ay: -0.607315 | az: 0.44873
ax: -0.160233 | ay: -0.598358 | az: 0.436157
ax: -0.183655 | ay: -0.60939 | az: 0.41275
ax: -0.14711 | ay: -0.596817 | az: 0.363724
ax: -0.123993 | ay: -0.540253 | az: 0.297668
ax: -0.0643463 | ay: -0.486832 | az: 0.264618
ax: -0.0114594 | ay: -0.444489 | az: 0.245087
ax: 0.0121613 | ay: -0.377151 | az: 0.220413
ax: 0.0332489 | ay: -0.302933 | az: 0.177261
ax: 0.0589142 | ay: -0.232681 | az: 0.101227
